"","pcc_ids","sak_ids"
"2665","PCCGCIGL_04149","SAKL0E10450g"
"2666","PCCGCIGL_04152","SAKL0E10472g"
"2667","PCCGCIGL_04153","SAKL0E10494g"
"2668","PCCGCIGL_04154","SAKL0E10516g"
"2669","PCCGCIGL_04155","SAKL0E10538g"
"2670","PCCGCIGL_04156","SAKL0E10560g"
"2671","PCCGCIGL_04157","SAKL0E10582g"
"2672","PCCGCIGL_04158","SAKL0E10604g"
"2673","PCCGCIGL_04160","SAKL0E10626g"
"2674","PCCGCIGL_04161","SAKL0E10648g"
"2675","PCCGCIGL_04162","SAKL0E10670g"
"2676","PCCGCIGL_04165","SAKL0E10692g"
"2677","PCCGCIGL_04166","SAKL0E10714g"
"2678","PCCGCIGL_04167","SAKL0E10736g"
"2679","PCCGCIGL_04168","SAKL0E10758g"
"2680","PCCGCIGL_04169","SAKL0E10780g"
"2681","PCCGCIGL_04171","SAKL0E10802g"
"2682","PCCGCIGL_04172","SAKL0E10824g"
"2683","PCCGCIGL_04176","SAKL0E10846g"
"2684","PCCGCIGL_04177","SAKL0E10868g"
"2685","PCCGCIGL_04178","SAKL0E10890g"
"2686","PCCGCIGL_04179","SAKL0E10912g"
"2687","PCCGCIGL_04183","SAKL0E10934g"
"2688","PCCGCIGL_04185","SAKL0E10956g"
"2689","PCCGCIGL_04188","SAKL0E10978g"
"2690","PCCGCIGL_04189","SAKL0E11000g"
"2691","PCCGCIGL_04190","SAKL0E11022g"
"2692","PCCGCIGL_04192","SAKL0E11044g"
"2693","PCCGCIGL_04193","SAKL0E11066g"
"2694","PCCGCIGL_04194","SAKL0E11088g"
"2695","PCCGCIGL_04195","SAKL0E11110g"
"2696","PCCGCIGL_04196","SAKL0E11132g"
"2697","PCCGCIGL_04197","SAKL0E11154g"
"2698","PCCGCIGL_04198","SAKL0E11176g"
"2699","PCCGCIGL_04199","SAKL0E11198g"
"2700","PCCGCIGL_04200","SAKL0E11220g"
"2701","PCCGCIGL_04201","SAKL0E11242g"
"2702","PCCGCIGL_04202","SAKL0E11264g"
"2703","PCCGCIGL_04203","SAKL0E11286g"
"2704","PCCGCIGL_04204","SAKL0E11308g"
"2705","PCCGCIGL_04206","SAKL0E11330g"
"2706","PCCGCIGL_04208","SAKL0E11374g"
"2707","PCCGCIGL_04209","SAKL0E11396g"
"2708","PCCGCIGL_04211","SAKL0E11418g"
"2709","PCCGCIGL_04212","SAKL0E11440g"
"2710","PCCGCIGL_04213","SAKL0E11462g"
"2711","PCCGCIGL_04214","SAKL0E11484g"
"2712","PCCGCIGL_04215","SAKL0E11506g"
"2713","PCCGCIGL_04216","SAKL0E11528g"
"2714","PCCGCIGL_04217","SAKL0E11550g"
"2715","PCCGCIGL_04219","SAKL0E11572g"
"2716","PCCGCIGL_04220","SAKL0E11594g"
"2717","PCCGCIGL_04221","SAKL0E11616g"
"2718","PCCGCIGL_04222","SAKL0E11638g"
"2719","PCCGCIGL_04223","SAKL0E11660g"
"2720","PCCGCIGL_04224","SAKL0E11682g"
"2721","PCCGCIGL_04225","SAKL0E11704g"
"2722","PCCGCIGL_04226","SAKL0E11726g"
"2723","PCCGCIGL_04227","SAKL0E11748g"
"2724","PCCGCIGL_04228","SAKL0E11770g"
"2725","PCCGCIGL_04230","SAKL0E11792g"
"2726","PCCGCIGL_04231","SAKL0E11814g"
"2727","PCCGCIGL_04232","SAKL0E11836g"
"2728","PCCGCIGL_04234","Sklu_YGOB_YNL146W"
"2729","PCCGCIGL_04236","SAKL0E11858g"
"2730","PCCGCIGL_04239","SAKL0E11880g"
"2731","PCCGCIGL_04241","SAKL0E11902g"
"2732","PCCGCIGL_04242","SAKL0E11924g"
"2733","PCCGCIGL_04243","SAKL0E11946g"
"2734","PCCGCIGL_04246","SAKL0E11968g"
"2735","PCCGCIGL_04247","SAKL0E11990g"
"2736","PCCGCIGL_04248","SAKL0E12012g"
"2737","PCCGCIGL_04250","SAKL0E12034g"
"2738","PCCGCIGL_04251","SAKL0E12056g"
"2739","PCCGCIGL_04252","SAKL0E12078g"
"2740","PCCGCIGL_04253","SAKL0E12100g"
"2741","PCCGCIGL_04254","SAKL0E12122g"
"2742","PCCGCIGL_04255","SAKL0E12144g"
"2743","PCCGCIGL_04257","SAKL0E12166g"
"2744","PCCGCIGL_04259","SAKL0E12188g"
"2745","PCCGCIGL_04261","SAKL0E12210g"
"2746","PCCGCIGL_04263","SAKL0E12232g"
"2747","PCCGCIGL_04265","SAKL0E12254g"
"2748","PCCGCIGL_04266","SAKL0E12276g"
"2749","PCCGCIGL_04267","SAKL0E12298g"
"2750","PCCGCIGL_04268","SAKL0E12320g"
"2751","PCCGCIGL_04270","SAKL0E12342g"
"2752","PCCGCIGL_04272","SAKL0E12364g"
"2753","PCCGCIGL_04274","SAKL0E12386g"
"2754","PCCGCIGL_04275","SAKL0E12408g"
"2755","PCCGCIGL_04276","SAKL0E12430g"
"2756","PCCGCIGL_04278","SAKL0E12452g"
"2757","PCCGCIGL_04279","SAKL0E12474g"
"2758","PCCGCIGL_04280","SAKL0E12496g"
"2759","PCCGCIGL_04281","SAKL0E12518g"
"2760","PCCGCIGL_04282","SAKL0E12540g"
"2761","PCCGCIGL_04284","SAKL0E12562g"
"2762","PCCGCIGL_04286","SAKL0E12584g"
"2763","PCCGCIGL_04287","SAKL0E12606g"
"2764","PCCGCIGL_04288","SAKL0E12628g"
"2765","PCCGCIGL_04289","SAKL0E12650g"
"2766","PCCGCIGL_04292","SAKL0E12716g"
"2767","PCCGCIGL_04293","SAKL0E12738g"
"2768","PCCGCIGL_04295","SAKL0E12760g"
"2769","PCCGCIGL_04296","SAKL0E12782g"
"2770","PCCGCIGL_04297","SAKL0E12804g"
"2771","PCCGCIGL_04298","SAKL0E12826g"
"2772","PCCGCIGL_04299","SAKL0E12848g"
"2773","PCCGCIGL_04301","SAKL0E12870g"
"2774","PCCGCIGL_04303","SAKL0E12892g"
"2775","PCCGCIGL_04304","SAKL0E12914g"
"2776","PCCGCIGL_04305","SAKL0E12936g"
"2777","PCCGCIGL_04308","SAKL0E12958g"
"2778","PCCGCIGL_04310","SAKL0E12980g"
"2779","PCCGCIGL_04311","SAKL0E13002g"
"2780","PCCGCIGL_04313","SAKL0E13024g"
"2781","PCCGCIGL_04314","SAKL0E13046g"
"2782","PCCGCIGL_04314","SAKL0E13068g"
"2783","PCCGCIGL_04316","SAKL0E13090g"
"2784","PCCGCIGL_04317","SAKL0E13112g"
"2785","PCCGCIGL_04318","SAKL0E13134g"
"2786","PCCGCIGL_04319","SAKL0E13156g"
"2787","PCCGCIGL_04320","SAKL0E13178g"
"2788","PCCGCIGL_04322","SAKL0E13200g"
"2789","PCCGCIGL_04323","SAKL0E13222g"
"2790","PCCGCIGL_04324","SAKL0E13244g"
"2791","PCCGCIGL_04325","SAKL0E13266g"
"2792","PCCGCIGL_04326","SAKL0E13288g"
"2793","PCCGCIGL_04327","SAKL0E13310g"
"2794","PCCGCIGL_04328","SAKL0E13332g"
"2795","PCCGCIGL_04330","SAKL0E13354g"
"2796","PCCGCIGL_04332","SAKL0E13376g"
"2797","PCCGCIGL_04334","SAKL0E13398g"
"2798","PCCGCIGL_04335","SAKL0E13420g"
"2799","PCCGCIGL_04336","SAKL0E13442g"
"2800","PCCGCIGL_04337","SAKL0E13464g"
"2801","PCCGCIGL_04338","SAKL0E13486g"
"2802","PCCGCIGL_04339","SAKL0E13508g"
"2803","PCCGCIGL_04340","SAKL0E13530g"
"2804","PCCGCIGL_04341","SAKL0E13552g"
"2805","PCCGCIGL_04342","SAKL0E13574g"
"2806","PCCGCIGL_04343","SAKL0E13596g"
"2807","PCCGCIGL_04345","SAKL0E13618g"
"2808","PCCGCIGL_04346","SAKL0E13640g"
"2809","PCCGCIGL_04347","SAKL0E13662g"
"2810","PCCGCIGL_04348","SAKL0E13684g"
"2811","PCCGCIGL_04349","Sklu_YGOB_Anc_2.37"
"2812","PCCGCIGL_04350","SAKL0E13706g"
"2813","PCCGCIGL_04351","SAKL0E13728g"
"2814","PCCGCIGL_04352","SAKL0E13750g"
"2815","PCCGCIGL_04353","SAKL0E13772g"
"2816","PCCGCIGL_04354","SAKL0E13794g"
"2817","PCCGCIGL_04355","SAKL0E13816g"
"2818","PCCGCIGL_04356","SAKL0E13838g"
"2819","PCCGCIGL_04357","SAKL0E13860g"
"2820","PCCGCIGL_04359","SAKL0E13882g"
"2821","PCCGCIGL_04361","SAKL0E13904g"
"2822","PCCGCIGL_04363","SAKL0E13926g"
"2823","PCCGCIGL_04364","SAKL0E13948g"
"2824","PCCGCIGL_04365","SAKL0E13970g"
"2825","PCCGCIGL_04366","SAKL0E13992g"
"2826","PCCGCIGL_04369","SAKL0E14014g"
"2827","PCCGCIGL_04371","SAKL0E14058g"
"2828","PCCGCIGL_04372","SAKL0E14080g"
"2829","PCCGCIGL_04373","SAKL0E14102g"
"2830","PCCGCIGL_04374","SAKL0E14124g"
"2831","PCCGCIGL_04376","SAKL0E14146g"
"2832","PCCGCIGL_04377","Sklu_5.trna26V"
"2833","PCCGCIGL_04378","SAKL0E14212g"
"2834","PCCGCIGL_04380","SAKL0E14234g"
"2835","PCCGCIGL_04381","SAKL0E14256g"
"2836","PCCGCIGL_04383","SAKL0E14278g"
"2837","PCCGCIGL_04384","SAKL0E14300g"
"2838","PCCGCIGL_04385","SAKL0E14322g"
"2839","PCCGCIGL_04387","SAKL0E14344g"
"2840","PCCGCIGL_04389","SAKL0E14366g"
"2841","PCCGCIGL_04391","SAKL0E14388g"
"2842","PCCGCIGL_04392","SAKL0E14410g"
"2843","PCCGCIGL_04393","SAKL0E14432g"
"2844","PCCGCIGL_04395","SAKL0E14454g"
"2845","PCCGCIGL_04397","SAKL0E14476g"
"2846","PCCGCIGL_04398","SAKL0E14498g"
"2847","PCCGCIGL_04399","SAKL0E14520g"
"2848","PCCGCIGL_04400","SAKL0E14542g"
"2849","PCCGCIGL_04401","SAKL0E14564g"
"2850","PCCGCIGL_04404","SAKL0E14586g"
"2851","PCCGCIGL_04405","SAKL0E14630g"
"2852","PCCGCIGL_04406","SAKL0E14652g"
"2853","PCCGCIGL_04408","SAKL0E14674g"
"2854","PCCGCIGL_04409","SAKL0E14696g"
"2855","PCCGCIGL_04410","SAKL0E14718g"
"2856","PCCGCIGL_04411","SAKL0E14740g"
"2857","PCCGCIGL_04412","SAKL0E14762g"
"2858","PCCGCIGL_04413","Sklu_YGOB_MFA2"
"2859","PCCGCIGL_04414","SAKL0E14784g"
"2860","PCCGCIGL_04416","SAKL0E14806g"
"2861","PCCGCIGL_04421","SAKL0E14828g"
"2862","PCCGCIGL_04422","SAKL0E14850g"
"2863","PCCGCIGL_04423","SAKL0E14872g"
"2864","PCCGCIGL_04424","SAKL0E14894g"
"2865","PCCGCIGL_04425","SAKL0E14916g"
"2866","PCCGCIGL_04426","SAKL0E14938g"
"2867","PCCGCIGL_04428","SAKL0E14960g"
"2868","PCCGCIGL_04429","SAKL0E14982g"
"2869","PCCGCIGL_04431","SAKL0E15004g"
"2870","PCCGCIGL_04432","SAKL0E15026g"
"2871","PCCGCIGL_04433","SAKL0E15048g"
"2872","PCCGCIGL_04434","SAKL0E15070g"
"2873","PCCGCIGL_04435","SAKL0E15092g"
"2874","PCCGCIGL_04436","SAKL0E15114g"
"2875","PCCGCIGL_04437","SAKL0E15136g"
"2876","PCCGCIGL_04439","SAKL0E15158g"
"2877","PCCGCIGL_04440","SAKL0E15180g"
"2878","PCCGCIGL_04441","SAKL0E15202g"
"2879","PCCGCIGL_04443","SAKL0E15224g"
"2880","PCCGCIGL_04444","SAKL0E15246g"
"2881","PCCGCIGL_04445","SAKL0E15268g"
"2882","PCCGCIGL_04447","SAKL0E15290g"
"2883","PCCGCIGL_04448","SAKL0E15312g"
"2884","PCCGCIGL_04451","SAKL0E15356g"
"2885","PCCGCIGL_04453","SAKL0E15378g"
"2886","PCCGCIGL_04456","SAKL0E15422g"
"2887","PCCGCIGL_04459","SAKL0F00110g"
"2888","PCCGCIGL_04462","SAKL0F00132g"
"2889","PCCGCIGL_04465","SAKL0F00176g"
"2890","PCCGCIGL_04468","SAKL0F00198g"
"2891","PCCGCIGL_04474","SAKL0F00242g"
"2892","PCCGCIGL_04480","SAKL0F00286g"
"2893","PCCGCIGL_04482","SAKL0F00308g"
"2894","PCCGCIGL_04485","SAKL0F00330g"
"2895","PCCGCIGL_04486","SAKL0F00352g"
"2896","PCCGCIGL_04488","SAKL0F00374g"
"2897","PCCGCIGL_04490","SAKL0F00396g"
"2898","PCCGCIGL_04491","SAKL0F00418g"
"2899","PCCGCIGL_04492","SAKL0F00440g"
"2900","PCCGCIGL_04495","SAKL0F00462g"
"2901","PCCGCIGL_04496","SAKL0F00484g"
"2902","PCCGCIGL_04498","SAKL0F00506g"
"2903","PCCGCIGL_04499","SAKL0F00528g"
"2904","PCCGCIGL_04501","SAKL0F00550g"
"2905","PCCGCIGL_04502","SAKL0F00572g"
"2906","PCCGCIGL_04503","SAKL0F00594g"
"2907","PCCGCIGL_04504","SAKL0F00616g"
"2908","PCCGCIGL_04505","SAKL0F00638g"
"2909","PCCGCIGL_04506","SAKL0F00660g"
"2910","PCCGCIGL_04507","SAKL0F00682g"
"2911","PCCGCIGL_04508","SAKL0F00704g"
"2912","PCCGCIGL_04509","SAKL0F00726g"
"2913","PCCGCIGL_04510","SAKL0F00748g"
"2914","PCCGCIGL_04511","SAKL0F00770g"
"2915","PCCGCIGL_04514","SAKL0F00792g"
"2916","PCCGCIGL_04515","SAKL0F00814g"
"2917","PCCGCIGL_04516","SAKL0F00836g"
"2918","PCCGCIGL_04517","SAKL0F00858g"
"2919","PCCGCIGL_04518","SAKL0F00880g"
"2920","PCCGCIGL_04519","SAKL0F00902g"
"2921","PCCGCIGL_04521","SAKL0F00924g"
"2922","PCCGCIGL_04522","SAKL0F00946g"
"2923","PCCGCIGL_04523","SAKL0F00968g"
"2924","PCCGCIGL_04524","SAKL0F00990g"
"2925","PCCGCIGL_04525","SAKL0F01012g"
"2926","PCCGCIGL_04526","SAKL0F01034g"
"2927","PCCGCIGL_04529","SAKL0F01056g"
"2928","PCCGCIGL_04530","SAKL0F01078g"
"2929","PCCGCIGL_04531","SAKL0F01100g"
"2930","PCCGCIGL_04532","SAKL0F01122g"
"2931","PCCGCIGL_04536","Sklu_6.trna1D"
"2932","PCCGCIGL_04537","SAKL0F01166g"
"2933","PCCGCIGL_04538","SAKL0F01188g"
"2934","PCCGCIGL_04539","SAKL0F01210g"
"2935","PCCGCIGL_04540","SAKL0F01232g"
"2936","PCCGCIGL_04541","SAKL0F01254g"
"2937","PCCGCIGL_04542","SAKL0F01276g"
"2938","PCCGCIGL_04543","SAKL0F01298g"
"2939","PCCGCIGL_04544","SAKL0F01320g"
"2940","PCCGCIGL_04545","SAKL0F01342g"
"2941","PCCGCIGL_04546","SAKL0F01364g"
"2942","PCCGCIGL_04548","SAKL0F01386g"
"2943","PCCGCIGL_04549","SAKL0F01408g"
"2944","PCCGCIGL_04550","SAKL0F01430g"
"2945","PCCGCIGL_04551","SAKL0F01452g"
"2946","PCCGCIGL_04552","SAKL0F01474g"
"2947","PCCGCIGL_04553","SAKL0F01496g"
"2948","PCCGCIGL_04554","SAKL0F01518g"
"2949","PCCGCIGL_04555","SAKL0F01540g"
"2950","PCCGCIGL_04556","SAKL0F01562g"
"2951","PCCGCIGL_04557","SAKL0F01584g"
"2952","PCCGCIGL_04558","SAKL0F01606g"
"2953","PCCGCIGL_04559","SAKL0F01628g"
"2954","PCCGCIGL_04560","SAKL0F01650g"
"2955","PCCGCIGL_04561","SAKL0F01672g"
"2956","PCCGCIGL_04562","SAKL0F01694g"
"2957","PCCGCIGL_04564","SAKL0F01716g"
"2958","PCCGCIGL_04565","SAKL0F01738g"
"2959","PCCGCIGL_04566","SAKL0F01760g"
"2960","PCCGCIGL_04567","SAKL0F01782g"
"2961","PCCGCIGL_04568","SAKL0F01804g"
"2962","PCCGCIGL_04569","SAKL0F01826g"
"2963","PCCGCIGL_04571","SAKL0F01848g"
"2964","PCCGCIGL_04572","SAKL0F01870g"
"2965","PCCGCIGL_04573","SAKL0F01892g"
"2966","PCCGCIGL_04574","SAKL0F01914g"
"2967","PCCGCIGL_04576","SAKL0F01936g"
"2968","PCCGCIGL_04578","SAKL0F01958g"
"2969","PCCGCIGL_04579","SAKL0F01980g"
"2970","PCCGCIGL_04581","SAKL0F02002g"
"2971","PCCGCIGL_04582","SAKL0F02024g"
"2972","PCCGCIGL_04583","SAKL0F02046g"
"2973","PCCGCIGL_04586","SAKL0F02068g"
"2974","PCCGCIGL_04588","SAKL0F02090g"
"2975","PCCGCIGL_04589","Sklu_6.trna2H"
"2976","PCCGCIGL_04591","SAKL0F02134g"
"2977","PCCGCIGL_04594","SAKL0F02156g"
"2978","PCCGCIGL_04595","SAKL0F02178g"
"2979","PCCGCIGL_04597","SAKL0F02200g"
"2980","PCCGCIGL_04598","SAKL0F02222g"
"2981","PCCGCIGL_04600","SAKL0F02244g"
"2982","PCCGCIGL_04601","Sklu_6.trna3G"
"2983","PCCGCIGL_04603","SAKL0F02310g"
"2984","PCCGCIGL_04604","SAKL0F02332g"
"2985","PCCGCIGL_04605","Sklu_6.trna4A"
"2986","PCCGCIGL_04606","SAKL0F02376g"
"2987","PCCGCIGL_04608","SAKL0F02398g"
"2988","PCCGCIGL_04609","SAKL0F02420g"
"2989","PCCGCIGL_04610","SAKL0F02442g"
"2990","PCCGCIGL_04611","SAKL0F02464g"
"2991","PCCGCIGL_04612","SAKL0F02486g"
"2992","PCCGCIGL_04613","SAKL0F02508g"
"2993","PCCGCIGL_04614","SAKL0F02530g"
"2994","PCCGCIGL_04617","SAKL0F02552g"
"2995","PCCGCIGL_04618","SAKL0F02574g"
"2996","PCCGCIGL_04619","SAKL0F02596g"
"2997","PCCGCIGL_04620","SAKL0F02618g"
"2998","PCCGCIGL_04622","SAKL0F02640g"
"2999","PCCGCIGL_04623","SAKL0F02684g"
"3000","PCCGCIGL_04627","SAKL0F02706g"
"3001","PCCGCIGL_04629","SAKL0F02728g"
"3002","PCCGCIGL_04631","SAKL0F02750g"
"3003","PCCGCIGL_04634","SAKL0F02772g"
"3004","PCCGCIGL_04637","SAKL0F02794g"
"3005","PCCGCIGL_04638","SAKL0F02816g"
"3006","PCCGCIGL_04639","SAKL0F02838g"
"3007","PCCGCIGL_04640","SAKL0F02860g"
"3008","PCCGCIGL_04641","SAKL0F02882g"
"3009","PCCGCIGL_04642","SAKL0F02904g"
"3010","PCCGCIGL_04643","SAKL0F02926g"
"3011","PCCGCIGL_04647","SAKL0F02948g"
"3012","PCCGCIGL_04648","SAKL0F02970g"
"3013","PCCGCIGL_04651","SAKL0F03014g"
"3014","PCCGCIGL_04653","Sklu_6.trna5I"
"3015","PCCGCIGL_04654","SAKL0F03102g"
"3016","PCCGCIGL_04655","Sklu_6.trna6R"
"3017","PCCGCIGL_04656","SAKL0F03146g"
"3018","PCCGCIGL_04657","SAKL0F03168g"
"3019","PCCGCIGL_04658","SAKL0F03190g"
"3020","PCCGCIGL_04659","SAKL0F03212g"
"3021","PCCGCIGL_04660","SAKL0F03234g"
"3022","PCCGCIGL_04661","SAKL0F03256g"
"3023","PCCGCIGL_04662","SAKL0F03278g"
"3024","PCCGCIGL_04663","Sklu_6.trna7N"
"3025","PCCGCIGL_04666","Sklu_6.trna8H"
"3026","PCCGCIGL_04667","SAKL0F03410g"
"3027","PCCGCIGL_04668","SAKL0F03432g"
"3028","PCCGCIGL_04669","SAKL0F03454g"
"3029","PCCGCIGL_04671","SAKL0F03476g"
"3030","PCCGCIGL_04672","SAKL0F03498g"
"3031","PCCGCIGL_04673","SAKL0F03520g"
"3032","PCCGCIGL_04674","SAKL0F03542g"
"3033","PCCGCIGL_04675","SAKL0F03564g"
"3034","PCCGCIGL_04676","SAKL0F03586g"
"3035","PCCGCIGL_04679","SAKL0F03608g"
"3036","PCCGCIGL_04680","SAKL0F03630g"
"3037","PCCGCIGL_04681","SAKL0F03652g"
"3038","PCCGCIGL_04682","SAKL0F03674g"
"3039","PCCGCIGL_04683","SAKL0F03696g"
"3040","PCCGCIGL_04684","SAKL0F03718g"
"3041","PCCGCIGL_04686","SAKL0F03740g"
"3042","PCCGCIGL_04688","SAKL0F03762g"
"3043","PCCGCIGL_04689","SAKL0F03784g"
"3044","PCCGCIGL_04690","SAKL0F03806g"
"3045","PCCGCIGL_04691","SAKL0F03828g"
"3046","PCCGCIGL_04692","SAKL0F03850g"
"3047","PCCGCIGL_04694","SAKL0F03872g"
"3048","PCCGCIGL_04697","SAKL0F03894g"
"3049","PCCGCIGL_04698","SAKL0F03916g"
"3050","PCCGCIGL_04699","SAKL0F03938g"
"3051","PCCGCIGL_04700","SAKL0F03960g"
"3052","PCCGCIGL_04701","SAKL0F03982g"
"3053","PCCGCIGL_04702","SAKL0F04004g"
"3054","PCCGCIGL_04703","SAKL0F04026g"
"3055","PCCGCIGL_04704","SAKL0F04048g"
"3056","PCCGCIGL_04705","SAKL0F04070g"
"3057","PCCGCIGL_04706","SAKL0F04092g"
"3058","PCCGCIGL_04707","Sklu_6.trna9E"
"3059","PCCGCIGL_04708","SAKL0F04158g"
"3060","PCCGCIGL_04709","Sklu_YGOB_Anc_7.117"
"3061","PCCGCIGL_04710","SAKL0F04180g"
"3062","PCCGCIGL_04711","SAKL0F04202g"
"3063","PCCGCIGL_04712","SAKL0F04224g"
"3064","PCCGCIGL_04715","SAKL0F04246g"
"3065","PCCGCIGL_04717","SAKL0F04268g"
"3066","PCCGCIGL_04718","Sklu_6.trna10T"
"3067","PCCGCIGL_04722","SAKL0F04312g"
"3068","PCCGCIGL_04724","SAKL0F04334g"
"3069","PCCGCIGL_04728","SAKL0F04356g"
"3070","PCCGCIGL_04730","SAKL0F04378g"
"3071","PCCGCIGL_04731","SAKL0F04400g"
"3072","PCCGCIGL_04732","SAKL0F04422g"
"3073","PCCGCIGL_04733","SAKL0F04444g"
"3074","PCCGCIGL_04734","SAKL0F04466g"
"3075","PCCGCIGL_04736","SAKL0F04488g"
"3076","PCCGCIGL_04737","SAKL0F04510g"
"3077","PCCGCIGL_04738","SAKL0F04532g"
"3078","PCCGCIGL_04739","SAKL0F04576g"
"3079","PCCGCIGL_04741","SAKL0F04598g"
"3080","PCCGCIGL_04742","SAKL0F04620g"
"3081","PCCGCIGL_04743","SAKL0F04642g"
"3082","PCCGCIGL_04744","SAKL0F04664g"
"3083","PCCGCIGL_04745","SAKL0F04686g"
"3084","PCCGCIGL_04746","SAKL0F04708g"
"3085","PCCGCIGL_04747","SAKL0F04730g"
"3086","PCCGCIGL_04748","SAKL0F04752g"
"3087","PCCGCIGL_04749","SAKL0F04774g"
"3088","PCCGCIGL_04751","SAKL0F04818g"
"3089","PCCGCIGL_04752","SAKL0F04840g"
"3090","PCCGCIGL_04754","SAKL0F04862g"
"3091","PCCGCIGL_04755","Sklu_YGOB_Anc_7.141"
"3092","PCCGCIGL_04756","SAKL0F04884g"
"3093","PCCGCIGL_04757","SAKL0F04906g"
"3094","PCCGCIGL_04759","SAKL0F04928g"
"3095","PCCGCIGL_04760","SAKL0F04950g"
"3096","PCCGCIGL_04761","SAKL0F04972g"
"3097","PCCGCIGL_04762","SAKL0F04994g"
"3098","PCCGCIGL_04763","SAKL0F05016g"
"3099","PCCGCIGL_04764","SAKL0F05038g"
"3100","PCCGCIGL_04766","SAKL0F05060g"
"3101","PCCGCIGL_04768","SAKL0F05082g"
"3102","PCCGCIGL_04770","SAKL0F05104g"
"3103","PCCGCIGL_04771","SAKL0F05126g"
"3104","PCCGCIGL_04772","Sklu_6.trna11R"
"3105","PCCGCIGL_04774","SAKL0F05170g"
"3106","PCCGCIGL_04775","Sklu_6.trna13D"
"3107","PCCGCIGL_04776","Sklu_YGOB_Anc_7.128"
"3108","PCCGCIGL_04776","Sklu_YGOB_EST3"
"3109","PCCGCIGL_04778","SAKL0F05346g"
"3110","PCCGCIGL_04779","SAKL0F05368g"
"3111","PCCGCIGL_04780","SAKL0F05390g"
"3112","PCCGCIGL_04782","SAKL0F05412g"
"3113","PCCGCIGL_04783","SAKL0F05434g"
"3114","PCCGCIGL_04784","SAKL0F05456g"
"3115","PCCGCIGL_04786","Sklu_6.trna14T"
"3116","PCCGCIGL_04788","Sklu_6.trna15M"
"3117","PCCGCIGL_04789","SAKL0F05544g"
"3118","PCCGCIGL_04790","SAKL0F05566g"
"3119","PCCGCIGL_04791","SAKL0F05588g"
"3120","PCCGCIGL_04793","SAKL0F05610g"
"3121","PCCGCIGL_04794","SAKL0F05632g"
"3122","PCCGCIGL_04795","SAKL0F05698g"
"3123","PCCGCIGL_04796","SAKL0F05720g"
"3124","PCCGCIGL_04798","SAKL0F05742g"
"3125","PCCGCIGL_04799","Sklu_6.trna17L"
"3126","PCCGCIGL_04802","Sklu_6.trna18Y"
"3127","PCCGCIGL_04805","SAKL0F05918g"
"3128","PCCGCIGL_04806","Sklu_6.trna19T"
"3129","PCCGCIGL_04807","SAKL0F05984g"
"3130","PCCGCIGL_04808","SAKL0F06006g"
"3131","PCCGCIGL_04809","SAKL0F06028g"
"3132","PCCGCIGL_04810","SAKL0F06050g"
"3133","PCCGCIGL_04811","SAKL0F06072g"
"3134","PCCGCIGL_04813","SAKL0F06094g"
"3135","PCCGCIGL_04814","SAKL0F06116g"
"3136","PCCGCIGL_04815","SAKL0F06138g"
"3137","PCCGCIGL_04816","SAKL0F06160g"
"3138","PCCGCIGL_04817","SAKL0F06182g"
"3139","PCCGCIGL_04818","SAKL0F06204g"
"3140","PCCGCIGL_04819","SAKL0F06226g"
"3141","PCCGCIGL_04821","SAKL0F06248g"
"3142","PCCGCIGL_04824","SAKL0F06270g"
"3143","PCCGCIGL_04825","SAKL0F06292g"
"3144","PCCGCIGL_04827","SAKL0F06314g"
"3145","PCCGCIGL_04828","SAKL0F06336g"
"3146","PCCGCIGL_04829","SAKL0F06358g"
"3147","PCCGCIGL_04830","SAKL0F06380g"
"3148","PCCGCIGL_04831","SAKL0F06402g"
"3149","PCCGCIGL_04833","SAKL0F06424g"
"3150","PCCGCIGL_04834","SAKL0F06446g"
"3151","PCCGCIGL_04835","SAKL0F06468g"
"3152","PCCGCIGL_04837","SAKL0F06490g"
"3153","PCCGCIGL_04838","SAKL0F06512g"
"3154","PCCGCIGL_04839","SAKL0F06534g"
"3155","PCCGCIGL_04840","SAKL0F06556g"
"3156","PCCGCIGL_04842","SAKL0F06578g"
"3157","PCCGCIGL_04843","Sklu_6.trna20L"
"3158","PCCGCIGL_04844","SAKL0F06622g"
"3159","PCCGCIGL_04850","SAKL0F06666g"
"3160","PCCGCIGL_04851","SAKL0F06688g"
"3161","PCCGCIGL_04853","SAKL0F06710g"
"3162","PCCGCIGL_04854","Sklu_6.trna22C"
"3163","PCCGCIGL_04856","SAKL0F06809g1"
"3164","PCCGCIGL_04856","SAKL0F06809g2"
"3165","PCCGCIGL_04859","SAKL0F06886g"
"3166","PCCGCIGL_04860","SAKL0F06908g"
"3167","PCCGCIGL_04862","Sklu_6.trna24G"
"3168","PCCGCIGL_04864","SAKL0F06974g"
"3169","PCCGCIGL_04865","SAKL0F06996g"
"3170","PCCGCIGL_04866","SAKL0F07018g"
"3171","PCCGCIGL_04867","SAKL0F07040g"
"3172","PCCGCIGL_04868","SAKL0F07062g"
"3173","PCCGCIGL_04869","SAKL0F07084g"
"3174","PCCGCIGL_04870","SAKL0F07106g"
"3175","PCCGCIGL_04873","SAKL0F07128g"
"3176","PCCGCIGL_04874","SAKL0F07150g"
"3177","PCCGCIGL_04876","SAKL0F07172g"
"3178","PCCGCIGL_04877","SAKL0F07194g"
