"","pcc_ids","sak_ids"
"1452","PCCGCIGL_02264","SAKL0C10208g"
"1453","PCCGCIGL_02267","SAKL0C10230g"
"1454","PCCGCIGL_02269","SAKL0C10252g"
"1455","PCCGCIGL_02270","SAKL0C10274g"
"1456","PCCGCIGL_02272","SAKL0C10296g"
"1457","PCCGCIGL_02273","SAKL0C10318g"
"1458","PCCGCIGL_02275","SAKL0C10340g"
"1459","PCCGCIGL_02277","SAKL0C10362g"
"1460","PCCGCIGL_02279","SAKL0C10384g"
"1461","PCCGCIGL_02280","SAKL0C10406g"
"1462","PCCGCIGL_02281","Sklu_YGOB_Anc_3.128"
"1463","PCCGCIGL_02283","SAKL0C10428g"
"1464","PCCGCIGL_02284","SAKL0C10450g"
"1465","PCCGCIGL_02286","SAKL0C10472g"
"1466","PCCGCIGL_02289","SAKL0C10494g"
"1467","PCCGCIGL_02290","SAKL0C10516g"
"1468","PCCGCIGL_02292","Sklu_3.trna16T"
"1469","PCCGCIGL_02293","SAKL0C10560g"
"1470","PCCGCIGL_02294","SAKL0C10582g"
"1471","PCCGCIGL_02295","SAKL0C10604g"
"1472","PCCGCIGL_02296","SAKL0C10626g"
"1473","PCCGCIGL_02305","SAKL0C10648g"
"1474","PCCGCIGL_02308","SAKL0C10670g"
"1475","PCCGCIGL_02309","SAKL0C10692g"
"1476","PCCGCIGL_02310","SAKL0C10714g"
"1477","PCCGCIGL_02312","SAKL0C10736g"
"1478","PCCGCIGL_02313","SAKL0C10758g"
"1479","PCCGCIGL_02315","SAKL0C10780g"
"1480","PCCGCIGL_02316","SAKL0C10802g"
"1481","PCCGCIGL_02317","SAKL0C10824g"
"1482","PCCGCIGL_02318","SAKL0C10846g"
"1483","PCCGCIGL_02322","SAKL0C10868g"
"1484","PCCGCIGL_02323","SAKL0C10890g"
"1485","PCCGCIGL_02324","SAKL0C10912g"
"1486","PCCGCIGL_02327","SAKL0C10934g"
"1487","PCCGCIGL_02328","SAKL0C10956g"
"1488","PCCGCIGL_02331","SAKL0C10978g"
"1489","PCCGCIGL_02335","SAKL0C11000g"
"1490","PCCGCIGL_02336","SAKL0C11022g"
"1491","PCCGCIGL_02338","SAKL0C11044g"
"1492","PCCGCIGL_02340","SAKL0C11066g"
"1493","PCCGCIGL_02341","SAKL0C11088g"
"1494","PCCGCIGL_02344","SAKL0C11110g"
"1495","PCCGCIGL_02345","SAKL0C11132g"
"1496","PCCGCIGL_02346","SAKL0C11154g"
"1497","PCCGCIGL_02347","SAKL0C11176g"
"1498","PCCGCIGL_02350","SAKL0C11220g"
"1499","PCCGCIGL_02351","SAKL0C11242g"
"1500","PCCGCIGL_02352","SAKL0C11264g"
"1501","PCCGCIGL_02353","SAKL0C11286g"
"1502","PCCGCIGL_02355","SAKL0C11308g"
"1503","PCCGCIGL_02357","SAKL0C11330g"
"1504","PCCGCIGL_02359","SAKL0C11352g"
"1505","PCCGCIGL_02362","SAKL0C11374g"
"1506","PCCGCIGL_02363","SAKL0C11396g"
"1507","PCCGCIGL_02364","SAKL0C11418g"
"1508","PCCGCIGL_02365","SAKL0C11440g"
"1509","PCCGCIGL_02368","SAKL0C11528g"
"1510","PCCGCIGL_02369","SAKL0C11550g"
"1511","PCCGCIGL_02370","SAKL0C11572g"
"1512","PCCGCIGL_02371","SAKL0C11594g"
"1513","PCCGCIGL_02373","SAKL0C11616g"
"1514","PCCGCIGL_02374","SAKL0C11638g"
"1515","PCCGCIGL_02375","SAKL0C11660g"
"1516","PCCGCIGL_02377","SAKL0C11682g"
"1517","PCCGCIGL_02378","SAKL0C11704g"
"1518","PCCGCIGL_02379","SAKL0C11726g"
"1519","PCCGCIGL_02382","SAKL0C11748g"
"1520","PCCGCIGL_02383","SAKL0C11770g"
"1521","PCCGCIGL_02384","SAKL0C11792g"
"1522","PCCGCIGL_02385","SAKL0C11814g"
"1523","PCCGCIGL_02386","Sklu_3.trna18G"
"1524","PCCGCIGL_02387","SAKL0C11913g1"
"1525","PCCGCIGL_02388","SAKL0C11913g2"
"1526","PCCGCIGL_02389","Sklu_3.trna19G"
"1527","PCCGCIGL_02390","SAKL0C11968g"
"1528","PCCGCIGL_02391","SAKL0C11990g"
"1529","PCCGCIGL_02392","SAKL0C12012g"
"1530","PCCGCIGL_02393","SAKL0C12034g"
"1531","PCCGCIGL_02394","SAKL0C12056g"
"1532","PCCGCIGL_02395","SAKL0C12100g"
"1533","PCCGCIGL_02397","SAKL0C12122g"
"1534","PCCGCIGL_02398","SAKL0C12144g"
"1535","PCCGCIGL_02400","Sklu_3.trna20S"
"1536","PCCGCIGL_02401","SAKL0C12210g"
"1537","PCCGCIGL_02402","SAKL0C12232g"
"1538","PCCGCIGL_02403","SAKL0C12254g"
"1539","PCCGCIGL_02404","SAKL0C12276g"
"1540","PCCGCIGL_02405","SAKL0C12298g"
"1541","PCCGCIGL_02406","SAKL0C12320g"
"1542","PCCGCIGL_02407","SAKL0C12342g"
"1543","PCCGCIGL_02411","SAKL0C12364g"
"1544","PCCGCIGL_02412","SAKL0C12386g"
"1545","PCCGCIGL_02415","SAKL0C12408g"
"1546","PCCGCIGL_02416","SAKL0C12430g"
"1547","PCCGCIGL_02417","SAKL0C12452g"
"1548","PCCGCIGL_02418","SAKL0C12474g"
"1549","PCCGCIGL_02419","SAKL0C12496g"
"1550","PCCGCIGL_02420","SAKL0C12518g"
"1551","PCCGCIGL_02421","SAKL0C12540g"
"1552","PCCGCIGL_02425","SAKL0C12562g"
"1553","PCCGCIGL_02428","SAKL0C12584g"
"1554","PCCGCIGL_02429","Sklu_3.trna21I"
"1555","PCCGCIGL_02430","SAKL0C12650g"
"1556","PCCGCIGL_02431","SAKL0C12672g"
"1557","PCCGCIGL_02433","SAKL0C12694g"
"1558","PCCGCIGL_02434","SAKL0C12716g"
"1559","PCCGCIGL_02436","SAKL0C12738g"
"1560","PCCGCIGL_02437","SAKL0C12760g"
"1561","PCCGCIGL_02439","SAKL0C12782g"
"1562","PCCGCIGL_02440","SAKL0C12804g"
"1563","PCCGCIGL_02441","SAKL0C12826g"
"1564","PCCGCIGL_02442","SAKL0C12848g"
"1565","PCCGCIGL_02444","SAKL0C12870g"
"1566","PCCGCIGL_02445","SAKL0C12892g"
"1567","PCCGCIGL_02446","SAKL0C12914g"
"1568","PCCGCIGL_02447","SAKL0C12936g"
"1569","PCCGCIGL_02448","SAKL0C12958g"
"1570","PCCGCIGL_02449","SAKL0C12980g"
"1571","PCCGCIGL_02450","SAKL0C13002g"
"1572","PCCGCIGL_02451","SAKL0C13024g"
"1573","PCCGCIGL_02452","SAKL0C13046g"
"1574","PCCGCIGL_02454","SAKL0C13068g"
"1575","PCCGCIGL_02455","SAKL0C13090g"
"1576","PCCGCIGL_02456","SAKL0C13112g"
"1577","PCCGCIGL_02457","SAKL0C13134g"
"1578","PCCGCIGL_02458","SAKL0C13156g"
"1579","PCCGCIGL_02459","SAKL0C13178g"
"1580","PCCGCIGL_02461","SAKL0C13200g"
"1581","PCCGCIGL_02462","SAKL0C13222g"
"1582","PCCGCIGL_02463","SAKL0C13244g"
"1583","PCCGCIGL_02464","SAKL0C13266g"
"1584","PCCGCIGL_02465","SAKL0C13288g"
"1585","PCCGCIGL_02466","SAKL0C13310g"
"1586","PCCGCIGL_02467","SAKL0C13332g"
"1587","PCCGCIGL_02468","SAKL0C13354g"
"1588","PCCGCIGL_02469","SAKL0C13376g"
"1589","PCCGCIGL_02470","SAKL0C13398g"
"1590","PCCGCIGL_02471","SAKL0C13420g"
"1591","PCCGCIGL_02472","SAKL0C13442g"
"1592","PCCGCIGL_02473","SAKL0C13464g"
"1593","PCCGCIGL_02474","SAKL0C13486g"
"1594","PCCGCIGL_02475","SAKL0C13508g"
"1595","PCCGCIGL_02476","SAKL0C13530g"
"1596","PCCGCIGL_02478","SAKL0C13552g"
"1597","PCCGCIGL_02479","SAKL0C13574g"
"1598","PCCGCIGL_02480","SAKL0C13596g"
"1599","PCCGCIGL_02481","SAKL0C13618g"
"1600","PCCGCIGL_02483","SAKL0C13640g"
"1601","PCCGCIGL_02485","SAKL0C13662g"
"1602","PCCGCIGL_02486","SAKL0C13684g"
"1603","PCCGCIGL_02488","SAKL0C13706g"
"1604","PCCGCIGL_02489","SAKL0C13728g"
"1605","PCCGCIGL_02490","SAKL0C13750g"
"1606","PCCGCIGL_02491","SAKL0C13772g"
"1607","PCCGCIGL_02492","SAKL0C13794g"
"1608","PCCGCIGL_02493","SAKL0C13816g"
"1609","PCCGCIGL_02494","SAKL0C13838g"
"1610","PCCGCIGL_02495","SAKL0C13860g"
"1611","PCCGCIGL_02497","SAKL0C13882g"
"1612","PCCGCIGL_02499","SAKL0C13904g"
"1613","PCCGCIGL_02504","SAKL0C13926g"
"1614","PCCGCIGL_02512","SAKL0C13970g"
"1615","PCCGCIGL_02514","SAKL0C13992g"
"1616","PCCGCIGL_02515","SAKL0C14014g"
"1617","PCCGCIGL_02519","SAKL0C14058g"
"1618","PCCGCIGL_02520","SAKL0C14080g"
"1619","PCCGCIGL_02523","SAKL0D00110g"
"1620","PCCGCIGL_02524","SAKL0D00132g"
"1621","PCCGCIGL_02532","SAKL0D00176g"
"1622","PCCGCIGL_02536","SAKL0D00198g"
"1623","PCCGCIGL_02538","SAKL0D00220g"
"1624","PCCGCIGL_02541","SAKL0D00242g"
"1625","PCCGCIGL_02544","SAKL0D00264g"
"1626","PCCGCIGL_02545","SAKL0D00286g"
"1627","PCCGCIGL_02546","SAKL0D00308g"
"1628","PCCGCIGL_02547","SAKL0D00330g"
"1629","PCCGCIGL_02548","SAKL0D00352g"
"1630","PCCGCIGL_02549","SAKL0D00374g"
"1631","PCCGCIGL_02550","SAKL0D00396g"
"1632","PCCGCIGL_02551","SAKL0D00418g"
"1633","PCCGCIGL_02552","SAKL0D00440g"
"1634","PCCGCIGL_02553","SAKL0D00462g"
"1635","PCCGCIGL_02554","SAKL0D00484g"
"1636","PCCGCIGL_02554","Sklu_YGOB_Anc_8.869"
"1637","PCCGCIGL_02556","SAKL0D00528g"
"1638","PCCGCIGL_02558","SAKL0D00550g"
"1639","PCCGCIGL_02559","SAKL0D00572g"
"1640","PCCGCIGL_02560","SAKL0D00594g"
"1641","PCCGCIGL_02565","SAKL0D00704g"
"1642","PCCGCIGL_02566","SAKL0D00726g"
"1643","PCCGCIGL_02569","SAKL0D00748g"
"1644","PCCGCIGL_02570","SAKL0D00770g"
"1645","PCCGCIGL_02572","SAKL0D00792g"
"1646","PCCGCIGL_02573","SAKL0D00814g"
"1647","PCCGCIGL_02575","SAKL0D00836g"
"1648","PCCGCIGL_02577","SAKL0D00858g"
"1649","PCCGCIGL_02578","SAKL0D00880g"
"1650","PCCGCIGL_02579","SAKL0D00902g"
"1651","PCCGCIGL_02582","SAKL0D01012g"
"1652","PCCGCIGL_02583","SAKL0D01034g"
"1653","PCCGCIGL_02584","SAKL0D01056g"
"1654","PCCGCIGL_02585","SAKL0D01078g"
"1655","PCCGCIGL_02586","SAKL0D01100g"
"1656","PCCGCIGL_02587","SAKL0D01122g"
"1657","PCCGCIGL_02588","SAKL0D01144g"
"1658","PCCGCIGL_02589","SAKL0D01166g"
"1659","PCCGCIGL_02590","SAKL0D01188g"
"1660","PCCGCIGL_02591","SAKL0D01210g"
"1661","PCCGCIGL_02592","SAKL0D01232g"
"1662","PCCGCIGL_02596","SAKL0D01254g"
"1663","PCCGCIGL_02597","SAKL0D01276g"
"1664","PCCGCIGL_02598","SAKL0D01298g"
"1665","PCCGCIGL_02599","SAKL0D01320g"
"1666","PCCGCIGL_02600","SAKL0D01342g"
"1667","PCCGCIGL_02601","SAKL0D01364g"
"1668","PCCGCIGL_02604","SAKL0D01386g"
"1669","PCCGCIGL_02605","SAKL0D01408g"
"1670","PCCGCIGL_02606","SAKL0D01430g"
"1671","PCCGCIGL_02608","SAKL0D01452g"
"1672","PCCGCIGL_02609","SAKL0D01474g"
"1673","PCCGCIGL_02610","SAKL0D01496g"
"1674","PCCGCIGL_02612","SAKL0D01518g"
"1675","PCCGCIGL_02613","SAKL0D01540g"
"1676","PCCGCIGL_02614","SAKL0D01562g"
"1677","PCCGCIGL_02616","SAKL0D01584g"
"1678","PCCGCIGL_02618","SAKL0D01606g"
"1679","PCCGCIGL_02619","SAKL0D01628g"
"1680","PCCGCIGL_02620","SAKL0D01672g"
"1681","PCCGCIGL_02621","SAKL0D01694g"
"1682","PCCGCIGL_02622","SAKL0D01716g"
"1683","PCCGCIGL_02623","SAKL0D01738g"
"1684","PCCGCIGL_02624","SAKL0D01760g"
"1685","PCCGCIGL_02626","SAKL0D01804g"
"1686","PCCGCIGL_02627","SAKL0D01826g"
"1687","PCCGCIGL_02629","SAKL0D01870g"
"1688","PCCGCIGL_02630","SAKL0D01892g"
"1689","PCCGCIGL_02631","SAKL0D01914g"
"1690","PCCGCIGL_02632","SAKL0D01936g"
"1691","PCCGCIGL_02634","SAKL0D01958g"
"1692","PCCGCIGL_02635","SAKL0D01980g"
"1693","PCCGCIGL_02636","SAKL0D02002g"
"1694","PCCGCIGL_02638","SAKL0D02024g"
"1695","PCCGCIGL_02639","SAKL0D02046g"
"1696","PCCGCIGL_02643","SAKL0D02068g"
"1697","PCCGCIGL_02644","SAKL0D02090g"
"1698","PCCGCIGL_02645","SAKL0D02112g"
"1699","PCCGCIGL_02646","SAKL0D02134g"
"1700","PCCGCIGL_02647","SAKL0D02156g"
"1701","PCCGCIGL_02648","SAKL0D02178g"
"1702","PCCGCIGL_02649","SAKL0D02200g"
"1703","PCCGCIGL_02650","SAKL0D02222g"
"1704","PCCGCIGL_02652","SAKL0D02310g"
"1705","PCCGCIGL_02653","SAKL0D02332g"
"1706","PCCGCIGL_02654","SAKL0D02354g"
"1707","PCCGCIGL_02655","Sklu_YGOB_Anc_8.807"
"1708","PCCGCIGL_02656","SAKL0D02376g"
"1709","PCCGCIGL_02657","SAKL0D02398g"
"1710","PCCGCIGL_02658","SAKL0D02420g"
"1711","PCCGCIGL_02659","SAKL0D02442g"
"1712","PCCGCIGL_02660","SAKL0D02464g"
"1713","PCCGCIGL_02661","SAKL0D02486g"
"1714","PCCGCIGL_02663","SAKL0D02508g"
"1715","PCCGCIGL_02664","SAKL0D02530g"
"1716","PCCGCIGL_02665","SAKL0D02552g"
"1717","PCCGCIGL_02668","SAKL0D02574g"
"1718","PCCGCIGL_02669","SAKL0D02596g"
"1719","PCCGCIGL_02672","SAKL0D02618g"
"1720","PCCGCIGL_02682","SAKL0D02640g"
"1721","PCCGCIGL_02684","SAKL0D02662g"
"1722","PCCGCIGL_02686","SAKL0D02684g"
"1723","PCCGCIGL_02687","SAKL0D02706g"
"1724","PCCGCIGL_02689","SAKL0D02728g"
"1725","PCCGCIGL_02690","SAKL0D02750g"
"1726","PCCGCIGL_02691","SAKL0D02772g"
"1727","PCCGCIGL_02693","SAKL0D02794g"
"1728","PCCGCIGL_02695","SAKL0D02816g"
"1729","PCCGCIGL_02696","SAKL0D02838g"
"1730","PCCGCIGL_02697","SAKL0D02860g"
"1731","PCCGCIGL_02698","SAKL0D02882g"
"1732","PCCGCIGL_02699","SAKL0D02904g"
"1733","PCCGCIGL_02701","SAKL0D02926g"
"1734","PCCGCIGL_02703","SAKL0D02948g"
"1735","PCCGCIGL_02704","SAKL0D02970g"
"1736","PCCGCIGL_02705","SAKL0D02992g"
"1737","PCCGCIGL_02706","SAKL0D03014g"
"1738","PCCGCIGL_02707","SAKL0D03036g"
"1739","PCCGCIGL_02708","SAKL0D03058g"
"1740","PCCGCIGL_02709","SAKL0D03080g"
"1741","PCCGCIGL_02711","SAKL0D03102g"
"1742","PCCGCIGL_02715","SAKL0D03146g"
"1743","PCCGCIGL_02717","SAKL0D03168g"
"1744","PCCGCIGL_02719","SAKL0D03190g"
"1745","PCCGCIGL_02720","SAKL0D03212g"
"1746","PCCGCIGL_02721","SAKL0D03234g"
"1747","PCCGCIGL_02723","SAKL0D03256g"
"1748","PCCGCIGL_02725","SAKL0D03278g"
"1749","PCCGCIGL_02726","SAKL0D03300g"
"1750","PCCGCIGL_02727","SAKL0D03322g"
"1751","PCCGCIGL_02731","SAKL0D03344g"
"1752","PCCGCIGL_02732","SAKL0D03366g"
"1753","PCCGCIGL_02733","Sklu_YGOB_YBR056W-A"
"1754","PCCGCIGL_02736","SAKL0D03410g"
"1755","PCCGCIGL_02744","SAKL0D03564g"
"1756","PCCGCIGL_02745","SAKL0D03586g"
"1757","PCCGCIGL_02746","SAKL0D03608g"
"1758","PCCGCIGL_02747","SAKL0D03630g"
"1759","PCCGCIGL_02748","SAKL0D03652g"
"1760","PCCGCIGL_02749","SAKL0D03674g"
"1761","PCCGCIGL_02750","SAKL0D03696g"
"1762","PCCGCIGL_02751","SAKL0D03718g"
"1763","PCCGCIGL_02752","SAKL0D03740g"
"1764","PCCGCIGL_02754","SAKL0D03762g"
"1765","PCCGCIGL_02756","SAKL0D03784g"
"1766","PCCGCIGL_02757","SAKL0D03806g"
"1767","PCCGCIGL_02758","SAKL0D03828g"
"1768","PCCGCIGL_02762","SAKL0D03850g"
"1769","PCCGCIGL_02763","SAKL0D03872g"
"1770","PCCGCIGL_02764","SAKL0D03883g"
"1771","PCCGCIGL_02765","SAKL0D03894g"
"1772","PCCGCIGL_02767","SAKL0D03938g"
"1773","PCCGCIGL_02768","SAKL0D03960g"
"1774","PCCGCIGL_02769","SAKL0D03982g"
"1775","PCCGCIGL_02771","SAKL0D04004g"
"1776","PCCGCIGL_02772","SAKL0D04026g"
"1777","PCCGCIGL_02773","SAKL0D04048g"
"1778","PCCGCIGL_02774","SAKL0D04070g"
"1779","PCCGCIGL_02776","SAKL0D04092g"
"1780","PCCGCIGL_02778","SAKL0D04114g"
"1781","PCCGCIGL_02779","SAKL0D04136g"
"1782","PCCGCIGL_02780","SAKL0D04158g"
"1783","PCCGCIGL_02783","Sklu_4.trna12D"
"1784","PCCGCIGL_02784","Sklu_4.trna13R"
"1785","PCCGCIGL_02785","SAKL0D04246g"
"1786","PCCGCIGL_02786","SAKL0D04268g"
"1787","PCCGCIGL_02789","SAKL0D04334g"
"1788","PCCGCIGL_02793","SAKL0D04378g"
"1789","PCCGCIGL_02794","SAKL0D04400g"
"1790","PCCGCIGL_02796","SAKL0D04422g"
"1791","PCCGCIGL_02797","SAKL0D04444g"
"1792","PCCGCIGL_02798","SAKL0D04455g"
"1793","PCCGCIGL_02799","SAKL0D04466g"
"1794","PCCGCIGL_02800","SAKL0D04488g"
"1795","PCCGCIGL_02801","SAKL0D04510g"
"1796","PCCGCIGL_02802","SAKL0D04532g"
"1797","PCCGCIGL_02805","SAKL0D04664g"
"1798","PCCGCIGL_02808","Sklu_4.trna16P"
"1799","PCCGCIGL_02811","SAKL0D04752g"
"1800","PCCGCIGL_02813","SAKL0D04774g"
"1801","PCCGCIGL_02814","SAKL0D04796g"
"1802","PCCGCIGL_02816","SAKL0D04884g"
"1803","PCCGCIGL_02817","SAKL0D04906g"
"1804","PCCGCIGL_02819","SAKL0D04928g"
"1805","PCCGCIGL_02821","SAKL0D04950g"
"1806","PCCGCIGL_02823","SAKL0D04972g"
"1807","PCCGCIGL_02825","SAKL0D04994g"
"1808","PCCGCIGL_02826","SAKL0D05016g"
"1809","PCCGCIGL_02827","SAKL0D05038g"
"1810","PCCGCIGL_02828","SAKL0D05060g"
"1811","PCCGCIGL_02829","SAKL0D05082g"
"1812","PCCGCIGL_02830","SAKL0D05104g"
"1813","PCCGCIGL_02831","SAKL0D05126g"
"1814","PCCGCIGL_02832","SAKL0D05148g"
"1815","PCCGCIGL_02834","SAKL0D05170g"
"1816","PCCGCIGL_02835","SAKL0D05192g"
"1817","PCCGCIGL_02837","SAKL0D05214g"
"1818","PCCGCIGL_02838","SAKL0D05236g"
"1819","PCCGCIGL_02840","SAKL0D05258g"
"1820","PCCGCIGL_02841","SAKL0D05280g"
"1821","PCCGCIGL_02842","SAKL0D05302g"
"1822","PCCGCIGL_02843","SAKL0D05324g"
"1823","PCCGCIGL_02845","Sklu_4.trna19R"
"1824","PCCGCIGL_02846","SAKL0D05390g"
"1825","PCCGCIGL_02847","SAKL0D05412g"
"1826","PCCGCIGL_02848","SAKL0D05434g"
"1827","PCCGCIGL_02849","SAKL0D05456g"
"1828","PCCGCIGL_02851","SAKL0D05478g"
"1829","PCCGCIGL_02852","SAKL0D05500g"
"1830","PCCGCIGL_02854","SAKL0D05522g"
"1831","PCCGCIGL_02855","SAKL0D05544g"
"1832","PCCGCIGL_02856","SAKL0D05566g"
"1833","PCCGCIGL_02858","SAKL0D05588g"
"1834","PCCGCIGL_02859","SAKL0D05610g"
"1835","PCCGCIGL_02862","SAKL0D05632g"
"1836","PCCGCIGL_02864","SAKL0D05654g"
"1837","PCCGCIGL_02865","SAKL0D05676g"
"1838","PCCGCIGL_02866","SAKL0D05698g"
"1839","PCCGCIGL_02867","SAKL0D05720g"
"1840","PCCGCIGL_02868","SAKL0D05742g"
"1841","PCCGCIGL_02869","SAKL0D05764g"
"1842","PCCGCIGL_02871","SAKL0D05786g"
"1843","PCCGCIGL_02872","SAKL0D05808g"
"1844","PCCGCIGL_02873","SAKL0D05830g"
"1845","PCCGCIGL_02874","SAKL0D05852g"
"1846","PCCGCIGL_02875","SAKL0D05874g"
"1847","PCCGCIGL_02876","SAKL0D05896g"
"1848","PCCGCIGL_02879","SAKL0D05918g"
"1849","PCCGCIGL_02881","SAKL0D05940g"
"1850","PCCGCIGL_02884","SAKL0D05962g"
"1851","PCCGCIGL_02886","SAKL0D05984g"
"1852","PCCGCIGL_02887","SAKL0D06006g"
"1853","PCCGCIGL_02891","SAKL0D06050g"
"1854","PCCGCIGL_02892","SAKL0D06072g"
"1855","PCCGCIGL_02893","SAKL0D06094g"
"1856","PCCGCIGL_02894","SAKL0D06116g"
"1857","PCCGCIGL_02895","Sklu_4.trna21L"
"1858","PCCGCIGL_02897","SAKL0D06204g"
"1859","PCCGCIGL_02899","SAKL0D06226g"
"1860","PCCGCIGL_02900","SAKL0D06248g"
"1861","PCCGCIGL_02903","SAKL0D06270g"
"1862","PCCGCIGL_02904","SAKL0D06292g"
"1863","PCCGCIGL_02905","SAKL0D06314g"
"1864","PCCGCIGL_02906","SAKL0D06336g"
"1865","PCCGCIGL_02907","SAKL0D06358g"
"1866","PCCGCIGL_02908","SAKL0D06380g"
"1867","PCCGCIGL_02912","SAKL0D06446g"
"1868","PCCGCIGL_02915","SAKL0D06468g"
"1869","PCCGCIGL_02916","SAKL0D06490g"
"1870","PCCGCIGL_02917","SAKL0D06512g"
"1871","PCCGCIGL_02918","SAKL0D06534g"
"1872","PCCGCIGL_02920","SAKL0D06556g"
"1873","PCCGCIGL_02921","SAKL0D06578g"
"1874","PCCGCIGL_02922","Sklu_YGOB_Anc_1.333"
"1875","PCCGCIGL_02922","Sklu_YGOB_Anc_1.333b"
"1876","PCCGCIGL_02924","SAKL0D06622g"
"1877","PCCGCIGL_02925","SAKL0D06644g"
"1878","PCCGCIGL_02926","SAKL0D06666g"
"1879","PCCGCIGL_02927","SAKL0D06688g"
"1880","PCCGCIGL_02928","SAKL0D06710g"
"1881","PCCGCIGL_02929","SAKL0D06732g"
"1882","PCCGCIGL_02935","SAKL0D06754g"
"1883","PCCGCIGL_02937","SAKL0D06776g"
"1884","PCCGCIGL_02938","SAKL0D06798g"
"1885","PCCGCIGL_02939","SAKL0D06820g"
"1886","PCCGCIGL_02940","SAKL0D06842g"
"1887","PCCGCIGL_02941","SAKL0D06864g"
"1888","PCCGCIGL_02942","SAKL0D06886g"
"1889","PCCGCIGL_02944","SAKL0D06908g"
"1890","PCCGCIGL_02945","SAKL0D06930g"
"1891","PCCGCIGL_02946","SAKL0D06952g"
"1892","PCCGCIGL_02947","SAKL0D06974g"
"1893","PCCGCIGL_02948","SAKL0D06996g"
"1894","PCCGCIGL_02949","SAKL0D07018g"
"1895","PCCGCIGL_02950","SAKL0D07040g"
"1896","PCCGCIGL_02951","SAKL0D07062g"
"1897","PCCGCIGL_02952","SAKL0D07084g"
"1898","PCCGCIGL_02953","SAKL0D07106g"
"1899","PCCGCIGL_02955","SAKL0D07128g"
"1900","PCCGCIGL_02956","SAKL0D07150g"
"1901","PCCGCIGL_02957","SAKL0D07172g"
"1902","PCCGCIGL_02959","SAKL0D07194g"
"1903","PCCGCIGL_02960","SAKL0D07216g"
"1904","PCCGCIGL_02961","SAKL0D07238g"
"1905","PCCGCIGL_02963","SAKL0D07260g"
"1906","PCCGCIGL_02964","SAKL0D07282g"
"1907","PCCGCIGL_02965","SAKL0D07304g"
"1908","PCCGCIGL_02966","SAKL0D07326g"
"1909","PCCGCIGL_02967","SAKL0D07348g"
"1910","PCCGCIGL_02969","SAKL0D07392g"
"1911","PCCGCIGL_02971","SAKL0D07414g"
"1912","PCCGCIGL_02974","SAKL0D07436g"
"1913","PCCGCIGL_02975","SAKL0D07458g"
"1914","PCCGCIGL_02976","SAKL0D07480g"
"1915","PCCGCIGL_02977","SAKL0D07502g"
"1916","PCCGCIGL_02978","SAKL0D07524g"
"1917","PCCGCIGL_02979","SAKL0D07546g"
"1918","PCCGCIGL_02980","SAKL0D07568g"
"1919","PCCGCIGL_02982","SAKL0D07590g"
"1920","PCCGCIGL_02983","SAKL0D07612g"
"1921","PCCGCIGL_02985","SAKL0D07656g"
"1922","PCCGCIGL_02987","SAKL0D07678g"
"1923","PCCGCIGL_02990","SAKL0D07700g"
"1924","PCCGCIGL_02995","SAKL0D07722g"
"1925","PCCGCIGL_02996","SAKL0D07744g"
"1926","PCCGCIGL_02999","SAKL0D07810g"
"1927","PCCGCIGL_03001","SAKL0D07832g"
"1928","PCCGCIGL_03003","SAKL0D07854g"
"1929","PCCGCIGL_03005","SAKL0D07898g"
"1930","PCCGCIGL_03006","SAKL0D07920g"
"1931","PCCGCIGL_03007","SAKL0D07942g"
"1932","PCCGCIGL_03009","SAKL0D07964g"
"1933","PCCGCIGL_03010","SAKL0D07986g"
"1934","PCCGCIGL_03011","SAKL0D08008g"
"1935","PCCGCIGL_03014","SAKL0D08030g"
"1936","PCCGCIGL_03015","SAKL0D08052g"
"1937","PCCGCIGL_03016","SAKL0D08074g"
"1938","PCCGCIGL_03018","SAKL0D08096g"
"1939","PCCGCIGL_03020","Sklu_4.trna26H"
"1940","PCCGCIGL_03021","SAKL0D08162g"
"1941","PCCGCIGL_03023","SAKL0D08217g1"
"1942","PCCGCIGL_03026","SAKL0D08272g"
"1943","PCCGCIGL_03027","SAKL0D08294g"
"1944","PCCGCIGL_03028","SAKL0D08316g"
"1945","PCCGCIGL_03029","SAKL0D08338g"
"1946","PCCGCIGL_03030","SAKL0D08360g"
"1947","PCCGCIGL_03031","SAKL0D08382g"
"1948","PCCGCIGL_03032","SAKL0D08404g"
"1949","PCCGCIGL_03034","SAKL0D08426g"
"1950","PCCGCIGL_03038","SAKL0D08492g"
"1951","PCCGCIGL_03040","SAKL0D08514g"
"1952","PCCGCIGL_03041","SAKL0D08536g"
"1953","PCCGCIGL_03042","SAKL0D08558g"
"1954","PCCGCIGL_03043","SAKL0D08580g"
"1955","PCCGCIGL_03044","SAKL0D08602g"
"1956","PCCGCIGL_03045","SAKL0D08624g"
"1957","PCCGCIGL_03046","SAKL0D08646g"
"1958","PCCGCIGL_03047","SAKL0D08668g"
"1959","PCCGCIGL_03048","SAKL0D08690g"
"1960","PCCGCIGL_03050","SAKL0D08712g"
"1961","PCCGCIGL_03051","SAKL0D08734g"
"1962","PCCGCIGL_03052","SAKL0D08756g"
"1963","PCCGCIGL_03053","SAKL0D08778g"
"1964","PCCGCIGL_03055","SAKL0D08800g"
"1965","PCCGCIGL_03056","SAKL0D08822g"
"1966","PCCGCIGL_03057","SAKL0D08844g"
