"ID_REF"	"GSM552568"	"GSM552569"	"GSM552570"	"GSM552571"
10780	0.512252608	-0.214664942	-0.033513144	0.438537331
10781	-0.519197034	-1.414363608	-1.114748504	-0.717990551
10782	-4.689022816	-5.218329272	-5.153608981	-4.949882866
10783	-3.237591621	-3.571488353	-3.513844961	-3.208921481
10784	-5.535792812	-5.751204492	-5.688575386	-5.612481828
10785	-3.113703967	-3.482431674	-3.426943997	-2.957120677
10786	-2.279556164	-2.983397845	-2.802236664	-2.323515109
10787	-1.88538909	-2.275073655	-2.390430061	-1.966907843
10788	3.386844367	2.754682089	2.814221416	3.218015145
10789	-5.045720436	-5.042298491	-4.704688343	-5.150865951
10790	0.459273088	-0.397634618	-0.015184358	0.225144656
10791	-2.893378822	-3.350678273	-3.107090181	-2.784684195
10792	0.112248878	-0.544607031	-0.241499351	0.277501562
10793	-3.296167885	-4.477959418	-3.833688291	-4.326043906
10794	-1.133563708	-1.703685008	-1.386678268	-0.973194702
10795	-2.454237306	-3.386388176	-2.98476288	-2.691910848
10796	-2.601279342	-3.412816078	-3.098668666	-2.661724978
10797	-2.252602282	-3.02174538	-2.495655952	-2.221838353
10798	-0.581306097	-1.503199889	-1.048204527	-0.637180706
10799	-2.815085123	-3.635194383	-3.308546851	-2.959597392
10800	-3.820313148	-4.436835031	-4.268597644	-3.758092439
10801	-3.690202265	-4.454259992	-3.843029988	-3.93005358
10802	-4.846915695	-5.264863879	-5.009686015	-4.904362929
10803	-2.46425328	-3.141729863	-2.889723011	-2.453622092
10804	-3.72387506	-4.870995401	-4.089845218	-4.336118409
10805	0.143647013	-0.639401203	-0.328210999	0.049448249
10806	-0.069672335	-0.918179164	-0.473974035	-0.192816348
10807	-3.872774981	-4.414094639	-4.176287474	-3.891105601
10808	-2.390189129	-3.191180988	-2.874719792	-2.335872185
10809	-3.959835227	-4.232015333	-4.317638274	-4.048689255
10810	-2.198733586	-2.891064727	-2.574173883	-2.455306037
10811	-2.336709307	-2.916171523	-2.714430956	-2.380861652
10812	-1.26686934	-2.029428425	-1.857158862	-1.323342506
10813	-3.820386882	-4.501871578	-4.078356495	-3.91661552
10814	-1.633557426	-2.294407061	-2.032558557	-1.872734988
10815	-1.925924186	-2.848573905	-2.444025577	-2.061297935
10816	-3.739371812	-3.643254604	-3.547044628	-3.169248053
10817	-0.481535859	-1.265878282	-1.106869969	-0.664107468
10818	-5.20075153	-5.852914371	-5.522652146	-5.365080295
10819	-4.068259554	-4.50841936	-4.487773156	-3.995759251
10820	1.110410708	0.581088586	0.680061619	1.132326279
10821	-1.0642757	-1.90088889	-1.610794925	-1.211035509
10822	-3.568645138	-4.488354136	-4.131569342	-3.752418233
10823	-2.061772489	-2.783638629	-2.493268617	-2.116745562
10824	-6.4224369	-6.594762897	-6.820108137	-6.421523943
10825	-1.435271936	-2.120359714	-1.940197336	-1.39584696
10826	-3.085582092	-3.862171965	-3.681569514	-3.380591589
10827	-2.956015608	-3.689166271	-3.284359809	-3.106685889
10828	-2.743738835	-3.63999594	-3.425642061	-3.077879736
10829	-0.204749658	-0.860281067	-0.791216623	-0.224445292
10830	-2.221676385	-2.92262855	-2.777046372	-2.089430502
10831	-0.684771769	-1.602308078	-1.588932663	-0.964753647
10832	-2.605818877	-3.314740298	-2.984318321	-2.645967566
10833	-1.368255458	-2.202831998	-1.813373068	-1.448920402
10834	-2.203113858	-2.986108335	-2.592676526	-1.980365878
10835	-3.836536541	-4.256042494	-3.873482103	-3.695183756
10836	-0.987197518	-1.854678772	-1.581035178	-1.157404027
10837	0.907184501	0.159452331	0.410595371	0.760246547
10838	0.157985712	-0.601717724	-0.315568044	0.081810176
10839	-2.772421057	-3.554909012	-3.308087551	-2.976721439
10840	0.927816882	0.365462864	0.579108583	0.832829001
10841	-4.425758843	-4.599965282	-4.44184203	-4.284651484
10842	0.524001502	-0.388688455	-0.067286011	0.367985081
10843	-1.16957815	-1.962827186	-1.555133224	-1.274561171
10844	-0.656979497	-1.824219645	-1.449958076	-1.256418201
10845	-3.198706271	-3.824700616	-3.342605223	-3.019470859
10846	-0.418283492	-1.183310158	-0.944960269	-0.612652905
10847	0.579318289	-0.359057976	0.032626195	0.284814889
10848	-2.567866558	-3.520079055	-3.01078819	-2.962818006
10849	-4.27592698	-4.832915915	-4.626671921	-4.300255772
10850	-3.009834577	-3.650515936	-3.363213806	-3.012917136
10851	-3.346428024	-4.070874934	-3.714794261	-3.348144047
10852	-1.152732376	-1.750379902	-1.490635782	-1.025400472
10853	-2.004983435	-2.769579976	-2.521439156	-2.011769084
10854	-2.407252336	-2.938321232	-2.765055077	-2.531647002
10855	-1.681935676	-2.480665035	-2.116486821	-1.336259659
10856	-1.777405283	-2.625797879	-2.251058827	-1.669153343
10857	-4.433239809	-4.667663588	-4.814757201	-4.516636864
10858	-1.628206209	-2.274546584	-1.867882683	-1.571897406
10859	-4.96825808	-5.266739917	-5.179671544	-5.245544929
10860	-1.357474127	-1.953225345	-1.726896551	-1.489532346
10861	-2.183665676	-3.067908931	-2.75948586	-2.345899954
10862	-2.395525205	-3.103515771	-2.850482111	-2.425922519
10863	0.21796517	-0.565227016	-0.319854918	0.004217814
10864	-2.407319185	-3.206269898	-2.939991457	-2.497936556
10865	-3.490627706	-3.848091449	-4.050271768	-3.587030104
10866	-0.224483584	-0.938041847	-0.729354105	-0.167482721
10867	0.843049089	0.073374747	0.178941748	0.604843775
10868	-1.420793709	-2.03817776	-1.958434689	-1.574097115
10869	-1.216705914	-2.210673976	-1.796562348	-1.53257538
10870	-0.473097826	-0.925315596	-0.920540721	-0.379651026
10871	-1.90088945	-3.096334237	-2.630274722	-2.173910732
10872	-5.00441955	-5.443751554	-5.364791919	-5.220582604
10873	1.122086479	0.43786199	0.682145219	1.05233732
10874	-1.937409935	-2.659059624	-2.615160642	-2.14633986
10875	-0.795678375	-1.575436574	-1.327238034	-0.837816251
10876	-2.822324405	-3.192374384	-3.314973635	-2.82439496
10877	-4.533823652	-4.630843015	-4.633811548	-4.616803179
10878	-3.491342522	-4.194385262	-4.14423513	-3.693754783
10879	0.838385128	0.012339995	0.225498157	0.670950496
10880	-2.271839147	-2.717665642	-2.526686245	-2.201640224
10881	-0.325282018	-1.183478067	-0.868893139	-0.577161736
10882	-4.381391255	-4.842754908	-4.760827895	-4.766076132
10883	-3.625919495	-4.422045161	-4.158889471	-4.015797092
10884	-4.77187253	-5.123038052	-4.860262074	-4.759480201
10885	-4.13565958	-5.151865108	-4.712543068	-4.473514011
10886	-5.377389403	-4.966131532	-5.104843294	-5.054469732
10887	-3.327620822	-3.608984766	-3.707268574	-3.655032552
10888	-0.127738639	-0.906772971	-0.595001247	-0.292095819
10889	-2.73357675	-3.609432437	-3.046894031	-2.779560364
10890	-1.119862111	-1.712117957	-1.424719667	-1.133227277
10891	-2.865761614	-3.779783636	-3.116456634	-3.019482921
10892	-0.337389771	-1.260653163	-0.878769824	-0.408042909
10893	-0.262700502	-1.187938805	-0.819260402	-0.548093661
10894	-2.136246553	-2.867160365	-2.526447381	-2.196536417
10895	0.390286607	-0.438922165	-0.091873122	0.394403912
10896	-0.225473029	-0.934379229	-0.700527239	-0.352958558
10897	-2.390071838	-3.099939858	-2.729679123	-2.485236439
10898	-5.158605539	-5.331505427	-5.293191819	-5.057648482
10899	-0.518191832	-1.29409258	-0.965987219	-0.638504478
10900	-2.211848033	-2.908844015	-2.484191518	-2.162502375
10901	-0.492405467	-1.119915679	-0.790006157	-0.414001055
10902	-2.585381804	-3.192680197	-2.954393712	-2.501416827
10903	-4.757442019	-5.263547684	-5.143900991	-4.839570884
10904	-2.689335595	-3.340048956	-3.089098868	-2.632805737
10905	0.45309496	-0.263180883	-0.067046986	0.496509699
10906	-4.817687406	-5.284393533	-5.066136831	-4.672772136
10907	-3.953428852	-4.526894521	-4.263588315	-4.039062084
10908	-0.122899709	-0.760639716	-0.597339566	-0.105662749
10909	-1.893005727	-2.546029916	-2.307083967	-1.891556642
10910	-2.863420155	-3.224905302	-3.031549887	-2.716477831
10911	-0.004368591	-0.67930341	-0.451084301	-0.14535011
10912	-3.060079831	-3.594974018	-3.535486298	-3.198336704
10913	1.234060498	0.395617038	0.593971148	0.900726648
10914	0.690331693	0.180090115	0.344381764	0.644738103
10915	-3.006689289	-3.658317993	-3.55136547	-3.113764674
10916	-2.342039281	-3.472777252	-3.155481989	-2.894535822
10917	-2.432638705	-3.158023697	-2.820871091	-2.49205994
10918	0.896034544	0.01258927	0.369273088	0.762597127
10919	-3.356701491	-3.736612984	-3.68543177	-3.245159413
10920	-1.641034018	-2.335249159	-2.138713754	-1.728312077
10921	-0.254218557	-1.134056971	-0.824707865	-0.379718439
10922	-0.767730113	-1.588386782	-1.254322069	-0.804956297
10923	-3.074710281	-3.183116965	-3.307050917	-2.974460703
10924	-0.785765787	-1.283486216	-1.142705217	-0.744631364
10925	0.069210618	-0.887629386	-0.573449831	-0.221801798
10926	-5.851649904	-5.988385714	-5.815794242	-5.709485707
10927	-3.069871627	-3.668140931	-3.377579055	-3.157272893
10928	-1.10543037	-1.660483308	-1.369082209	-1.035536897
10929	-2.811398917	-3.499796862	-3.297148523	-2.908857507
10930	-1.338624024	-1.812619521	-1.745025155	-1.405070601
10931	-1.43399753	-2.199846102	-1.988650565	-1.405487844
10932	-0.495192897	-1.515067314	-1.351018654	-0.951287442
10933	1.17036871	0.577501156	0.777245299	1.110894228
10934	-2.151429258	-2.781702816	-2.487119243	-2.218896214
10935	-6.277680665	-5.831344448	-5.900778035	-6.344141916
10936	-9.249529016	-9.779756657	-9.855961628	-9.402005448
10937	-5.337208913	-5.612896359	-5.599933659	-5.695936416
10938	-3.615913135	-4.509167039	-4.364017067	-3.843111914
10939	-4.141635957	-4.616633177	-4.415047246	-4.469296443
10940	-3.821371948	-4.262633415	-3.954481562	-3.574898512
10941	0.918693559	0.312083962	0.546033737	0.844855051
10942	-2.667963508	-3.010314571	-2.945232063	-3.078332341
10943	-1.360836125	-2.326079397	-1.827391404	-1.53815079
10944	-2.991527266	-3.71566074	-3.377578923	-3.189227498
10945	-2.969980852	-3.629360978	-3.431206307	-2.827064157
10946	-2.452687951	-2.826788203	-2.655684116	-2.322140006
10947	-0.779051112	-1.373101768	-1.199555095	-0.627268309
10948	-2.900777617	-3.678925306	-3.289708812	-2.773126594
10949	-2.414381072	-3.01319781	-2.785289312	-2.753120551
10950	-0.715028962	-1.747402117	-1.436823163	-1.047342201
10951	-2.096040204	-2.822732439	-2.579372192	-2.242168262
10952	-4.990602935	-4.963683984	-4.787874687	-4.591697854
10953	4.191711536	3.751028486	3.868098856	4.179852879
10954	-5.435904849	-5.894457001	-5.491259334	-5.563881554
10955	-3.081290422	-3.278594117	-3.437883203	-3.099108133
10956	0.158843668	-0.662047955	-0.320343684	0.160619982
10957	-0.091580895	-0.797702543	-0.611955006	-0.219885801
10958	-4.103740274	-4.876166466	-4.884954556	-4.491653015
10959	-3.635146765	-4.06841188	-3.829132501	-3.591866818
10960	-5.875360453	-5.903477244	-5.938653618	-5.898358792
10961	-2.998224825	-3.591292069	-3.416090377	-3.023151364
10962	-2.895673446	-3.486151583	-3.398702782	-2.977093215
10963	0.727488758	0.151112594	0.001768202	0.368699777
10964	-1.303838844	-2.178555965	-1.752141578	-1.278340793
10965	-2.308130977	-2.819242273	-2.718535893	-2.264164332
10966	-2.253155421	-3.280264924	-2.802972477	-2.502558142
10967	-3.748662961	-4.35213651	-4.223496189	-3.897728593
10968	-4.302476284	-4.830102492	-4.71145702	-4.553732394
10969	-3.035913115	-3.683890426	-3.401990628	-3.115157916
10970	1.120285943	0.397511693	0.584935897	0.862395634
10971	-1.052253496	-1.792543483	-1.537923636	-1.175008404
10972	-0.677294381	-1.766307249	-1.349468434	-1.059910597
10973	-1.48599351	-2.051501041	-1.836325494	-1.610516668
10974	1.77723973	1.008872545	1.130619926	1.658015108
10975	-1.642619229	-2.148957106	-2.141593572	-1.716767679
10976	-3.383813773	-3.742291006	-3.634919641	-3.389293919
10977	0.12516483	-0.623632029	-0.284410121	-0.014818132
10978	-3.751158748	-4.24673278	-4.028638651	-3.770977701
10979	-3.661647683	-3.790457154	-3.721039109	-3.373048304
10980	-4.749193965	-5.126503618	-5.228327441	-4.725647408
10981	-1.533683854	-2.466857985	-2.005046054	-1.722221959
10982	-3.337496761	-3.935403344	-3.793735732	-3.36740381
10983	-3.694002904	-4.385364779	-4.195975127	-3.981169472
10984	-0.311901844	-0.966874968	-0.758050873	-0.417300456
10985	-0.567766235	-1.65102072	-1.224861887	-0.835013851
10986	-0.334100549	-1.018794029	-0.842888028	-0.45783154
10987	-5.613115938	-5.8977321	-6.313179344	-5.972088326
10988	-6.42314391	-6.742659994	-6.769661046	-6.362737761
10989	-1.361242442	-1.962227846	-1.742051037	-1.432893758
10990	-3.36455449	-3.989893729	-3.886746984	-3.456624877
10991	-0.983940389	-1.925498879	-1.577997926	-1.265676118
10992	-2.588497683	-3.248975379	-2.992443758	-2.789176779
10993	-3.229186026	-3.974299689	-3.733642567	-3.292040423
10994	-0.454231536	-1.27747479	-1.014397247	-0.701356976
10995	-1.433687556	-2.214237464	-1.977382915	-1.688266772
10996	-1.986963386	-2.704684984	-2.348441561	-1.916349265
10997	-0.039980927	-0.689413644	-0.443396553	0.058291193
10998	-1.163768586	-1.971503446	-1.733648591	-1.29004304
10999	-2.658644711	-3.425788144	-3.23045498	-2.724780661
11000	-5.817915567	-5.665405154	-5.163665813	-5.229184534
11001	-5.410744365	-5.550932998	-5.283342249	-5.475781671
11002	-3.829290544	-4.562198598	-4.324193601	-4.029144761
11003	-3.376375879	-3.638378032	-3.404636982	-3.260139356
11004	-2.175148101	-2.57976773	-2.314511754	-2.129844211
11005	-1.320138429	-2.209872537	-1.309714344	-1.42257783
11006	3.915870443	3.269849456	3.550607379	4.095370268
11007	-3.482759104	-4.361437709	-4.200313772	-3.907621116
11008	-3.11730174	-3.917603038	-3.562746483	-3.146599448
11009	0.065106475	-0.533165374	-0.328936787	0.116672955
11010	-1.742337099	-2.383220026	-2.063428705	-1.779283514
11011	-3.074943655	-3.512678794	-3.487083558	-3.099107717
11012	-4.867747758	-5.233630338	-5.159484954	-4.833221529
11013	-1.879204059	-2.57991602	-2.237166558	-1.940583502
11014	-1.757076367	-2.427378848	-2.146326556	-1.598575161
11015	-3.096797909	-3.639774403	-3.495384477	-3.139962946
11016	-2.754469187	-3.464603335	-3.252982398	-2.646998328
11017	-0.566330738	-1.373952466	-1.07450361	-0.697720618
11018	-3.091583568	-3.624657142	-3.431135319	-2.874750166
11019	-1.925541298	-2.609233757	-2.48474994	-2.199899313
11020	-1.301156399	-1.953846294	-1.674815824	-1.221449125
11021	-2.006605801	-2.821114597	-2.559512385	-2.138304834
11022	1.791334066	1.009965107	1.425590404	1.534383249
11023	-2.178599631	-2.872570852	-2.543343807	-2.09194132
11024	-3.369725083	-3.963557978	-3.718706333	-3.269122995
11025	-1.767539502	-2.684050803	-2.208371355	-2.001229483
11026	-0.600884193	-1.376338573	-0.979778391	-0.651301526
11027	-0.715619737	-1.478757613	-1.153171626	-0.812130608
11028	-3.008329622	-4.152282249	-3.834009967	-3.433122925
11029	4.535969073	4.085454407	4.23599044	4.451064947
11030	-4.207180244	-5.123240507	-4.935645615	-4.508819789
11031	0.284444916	-0.319728495	-0.122715233	0.327185443
11032	-0.901891089	-1.279581837	-0.90007384	-0.542464749
11033	-0.835566023	-1.486688031	-1.150417721	-0.743747224
11034	-1.931811545	-2.734202492	-2.539062591	-2.090369497
11035	-0.096657315	-0.64797794	-0.566654947	-0.338844089
11036	-3.031509469	-3.892145687	-3.510698339	-3.172469809
11037	-2.481899454	-3.407422848	-3.116986898	-3.061581766
11038	-2.591609277	-3.373557827	-3.003877536	-2.778891765
11039	-1.270185347	-2.053104808	-1.759592208	-1.339932502
11040	-1.106628222	-1.765752394	-1.431256427	-1.001943907
11041	-1.977747664	-2.559269776	-2.472874734	-1.935410596
11042	-2.738413601	-3.421048107	-3.299440417	-2.931102422
11043	-3.59885123	-4.238513156	-4.09477053	-3.709561589
11044	-2.172012641	-2.6416779	-2.67047869	-2.260052961
11045	-0.287685151	-1.035158787	-0.689356169	-0.357288212
11046	3.964426698	3.503919016	3.47205191	3.92509116
11047	-1.623956841	-2.430446849	-2.172940009	-1.776378764
11048	-6.224208871	-5.983665911	-5.992229094	-5.845638114
11049	-3.263128919	-3.944840586	-3.936403009	-3.460514794
11050	-3.610133076	-4.098378116	-4.005784776	-3.864003822
11051	-1.798692152	-2.585155949	-2.313117786	-2.001937993
11052	-1.302660631	-1.894136442	-1.667144856	-1.270357714
11053	-2.893095191	-3.491972737	-3.192761862	-2.936753154
11054	-1.307691489	-2.056371322	-1.677784949	-1.3596428
11055	4.119237575	3.286295852	3.46354919	3.891969896
11056	-1.636229758	-1.959290302	-1.950787523	-1.1184887
11057	-2.024620656	-2.589940325	-2.23400622	-1.93352712
11058	-2.928190036	-3.564775547	-3.359538057	-3.108415135
11059	-2.749890392	-3.495319746	-3.235592151	-2.944882652
11060	-3.044934578	-3.891736369	-3.339201442	-3.192534532
11061	4.019997069	2.994296528	3.342636247	3.562927977
11062	-1.232597085	-1.947248224	-1.505310015	-1.153665768
11063	-4.38667086	-4.042938217	-3.897840439	-3.250632496
11064	-1.687816964	-2.791832982	-2.546959889	-2.105068712
11065	-0.354620808	-0.973267899	-0.660442535	-0.381449822
11066	-4.458091023	-5.039273647	-4.758541342	-4.555193291
11067	-2.539437064	-3.005284801	-2.887962043	-2.604085342
11068	1.888456989	1.27152597	1.444096803	1.801231752
11069	-0.490329168	-1.282993844	-0.975957403	-0.633598322
11070	-1.4695711	-2.199358232	-1.905722157	-1.429730945
11071	-1.026154413	-1.733591692	-1.52674898	-0.993647514
11072	-2.160845244	-2.991439179	-2.376054298	-2.170958835
11073	-4.477321689	-4.783697509	-4.620785575	-4.295665806
11074	3.945221168	3.287965496	3.555665251	3.755106752
11075	-1.973179726	-2.40268306	-2.112746624	-1.786866768
11076	-1.763661956	-2.412555837	-2.080690089	-1.640902807
11077	-0.253664878	-0.938873032	-0.698895697	-0.300718382
11078	-2.460459337	-3.248756002	-2.879954294	-2.681861274
11079	-3.085931428	-3.812151258	-3.416682679	-3.139971334
11080	-0.691445983	-1.615664406	-1.249990257	-0.924189751
11081	-3.380761739	-3.931251935	-3.648549936	-3.375995943
11082	-1.319391669	-1.946127042	-1.804922255	-1.407398272
11083	-1.462606972	-2.038242464	-1.843538515	-1.595510459
11084	-2.241718561	-2.816921782	-2.570259358	-2.251832948
11085	-3.119312347	-3.878200425	-3.568993286	-3.296765253
11086	-3.955704675	-4.544702399	-4.220603102	-3.820743835
11087	-4.355583698	-4.727297258	-4.889725952	-4.708983623
11088	-4.416452767	-3.958936926	-4.759055939	-3.356834938
11089	-0.869586351	-1.549099153	-1.243260024	-0.884201051
11090	0.414423626	-0.481361247	-0.126132092	-0.28511076
11091	-5.41465995	-5.847394082	-5.808689839	-5.676138478
11092	0.31542226	-0.448150949	-0.111465913	0.357062161
11093	-1.481811877	-2.230835115	-1.911758897	-1.614085524
11094	0.095577517	-0.249980447	-0.328840994	0.064519294
11095	-2.83617726	-3.64708005	-3.472905143	-2.974593253
11096	3.449350929	2.805330482	3.017217298	3.282070593
11097	-2.822457339	-3.681377246	-3.369029526	-3.102582987
11098	-3.290462632	-3.48801347	-2.923136988	-2.806830002
11099	-2.508120715	-3.158291277	-2.953420025	-2.571187111
11100	-1.942062006	-2.69221059	-2.333265778	-2.206283837
11101	0.91705353	-0.036897026	0.375127063	0.741448248
11102	-2.093935535	-2.731322498	-2.423367357	-2.009416349
11103	-0.318459786	-1.162263959	-0.747507552	-0.340976237
11104	-3.205540261	-3.885917181	-3.546087041	-3.363294625
11105	-2.192754955	-2.266269034	-2.242126828	-2.007582154
11106	-0.591522325	-1.462686048	-1.083479792	-0.680670158
11107	-0.074669917	-0.824849083	-0.568250064	-0.216957928
11108	-1.256846679	-2.050154867	-1.654552294	-1.244438177
11109	-3.110662698	-3.761904121	-3.579128672	-3.218782489
11110	-3.066395311	-3.192145073	-3.036135375	-2.630809571
11111	-2.401882355	-2.68677016	-2.70180973	-2.355273154
11112	0.326695125	-0.354222482	0.041090001	0.233996083
11113	-0.259918826	-0.93560042	-0.690063202	-0.085819492
11114	-3.058779962	-3.450903345	-3.213942903	-2.806224255
11115	-5.270820993	-5.553354831	-5.721430931	-5.55215029
11116	-1.071654262	-1.854401248	-1.48872851	-1.076608352
11117	-2.518589446	-3.093819943	-2.8265376	-2.467817673
11118	0.00573449	-0.776958694	-0.395950532	-0.036655825
11119	-4.022266152	-4.133704743	-3.863946533	-3.544194301
11120	-2.926971515	-3.667614758	-3.236406026	-2.889533534
11121	-0.631208933	-1.459049846	-1.107203123	-0.762058854
11122	-0.812360408	-1.672085996	-1.295631007	-0.79509963
11123	0.144412761	-0.63597655	-0.362612085	0.14347759
11124	-3.027538695	-3.733265013	-3.409489009	-3.127998459
11125	-1.084622635	-2.396018674	-1.587054195	-1.776738739
11126	-1.871772491	-2.793085143	-2.542497853	-2.143833114
11127	-2.033302332	-2.675824139	-2.43126878	-1.919170145
11128	-5.773941414	-6.628741518	-6.253265337	-6.196535952
11129	-5.458886748	-5.843429697	-5.674558557	-5.57437778
11130	-2.21923208	-3.423918594	-3.234534755	-2.943394174
11131	-1.554412652	-2.458849578	-2.068105651	-1.533214317
11132	-3.415038439	-4.110504823	-3.858686141	-3.452666403
11133	-0.343361909	-1.304138833	-0.969633701	-0.466282544
11134	1.703077758	1.180209694	1.262492861	1.542630487
11135	-1.641682153	-2.478820981	-2.070379791	-1.765648248
11136	-5.718503352	-5.748274548	-5.581675831	-6.286464821
11137	3.995956877	3.247252481	3.802586821	3.962881015
11138	-1.028385331	-1.527058629	-1.283637458	-0.880843501
11139	-2.043374322	-2.735492215	-2.545203791	-1.975246768
11140	-2.124301086	-2.76506604	-2.524196163	-2.128587015
11141	-3.150266446	-3.748365002	-3.462695607	-3.092480044
11142	-1.727365254	-2.16205763	-2.083088602	-1.737759091
11143	-2.074363252	-2.81754794	-2.549192608	-2.333814836
11144	-0.555841743	-1.408772541	-1.030809871	-0.774555624
11145	-0.159115851	-0.44391563	-0.330248118	0.01034441
11146	-9.202490684	-9.982725229	-9.856023405	-9.497871496
11147	-0.486470189	-1.147123888	-0.8830045	-0.527850409
11148	-4.933211928	-5.11705076	-5.182660131	-4.953359713
11149	-5.473705916	-5.628183968	-5.566844251	-5.74220286
11150	-3.38150042	-3.991125444	-3.659463059	-3.534201763
11151	-1.78492642	-2.288282603	-2.117230526	-1.834206923
11152	0.013608664	-0.76827493	-0.482673319	-0.049734719
11153	-0.643769009	-1.402127855	-1.157216596	-0.763148468
11154	-2.449696942	-3.151782526	-2.830050588	-2.476774914
11155	-3.14675728	-3.854357113	-3.440814044	-3.196929276
11156	-0.668128223	-1.63747308	-1.211725563	-0.732452241
11157	-5.849612106	-5.648408757	-5.452420196	-5.839129805
11158	-1.568693548	-2.118979344	-1.844230384	-1.646328858
11159	-4.289426386	-4.714699525	-4.487591105	-4.237919935
11160	-1.167190612	-1.834028403	-1.572610678	-1.167727446
11161	-6.401571544	-6.196577758	-6.503490448	-6.58103514
11162	-2.328172881	-2.895356924	-2.773112815	-2.363668075
11163	-2.742149515	-3.595119055	-3.347821112	-2.973677545
11164	-2.100904954	-2.833713512	-2.618571991	-2.042312492
11165	0.088009495	-0.803434736	-0.387479745	0.038910746
11166	-3.636687604	-3.622426728	-3.845082108	-3.61735829
11167	-3.015467025	-3.662946854	-3.580592968	-3.256946964
11168	-1.324034754	-3.079591931	-1.641824815	-1.671324846
11169	-3.01947474	-3.596247654	-3.315204512	-2.946795676
11170	0.194269249	-0.914100639	-0.346444541	-0.129057108
11171	-0.427696498	-1.313355408	-1.017617787	-0.701548131
11172	-0.530388169	-1.399276657	-1.068780689	-0.65649133
11173	4.018074816	3.431836126	3.64555701	3.857832759
11174	-2.39422488	-3.024627646	-2.832737234	-2.542884987
11175	-0.855854955	-1.723574226	-1.559085324	-1.014827511
11176	1.740608897	1.197728364	1.405306326	1.522826723
11177	-3.806570121	-4.236392995	-4.118385394	-3.865485613
11178	-3.216007696	-3.734501912	-3.686279023	-3.430084999
11179	-1.653768136	-2.199278601	-2.027776147	-1.633061151
11180	-5.767297828	-6.21161366	-5.801595151	-5.984507253
11181	-5.72900456	-6.455467755	-5.749478376	-5.950387205
11182	-3.117557398	-3.672720329	-3.366606579	-3.067563896
11183	-2.387493244	-3.02588696	-2.850170768	-2.574032242
11184	-2.870710531	-4.077325192	-3.669243698	-3.259424053
11185	-2.34667052	-3.110956369	-2.758158922	-2.384123476
11186	-1.963558793	-2.432675589	-2.3309646	-2.060694642
11187	-1.213143939	-1.935779718	-1.600364081	-1.314158098
11188	-1.300949865	-1.969401846	-1.716858363	-1.395665371
11189	-4.769647961	-4.541706314	-4.842386311	-4.873506021
11190	-2.87129656	-3.449277431	-3.353917827	-2.960663301
11191	-4.751844633	-5.494943571	-5.22702912	-5.131638102
11192	-0.476474648	-0.552359188	-0.548708637	-0.203794263
11193	0.640209342	-0.087414605	0.299959293	0.612384267
11194	-1.220796159	-1.742140683	-1.498180165	-1.227992267
11195	-3.636896827	-4.312837534	-4.136008099	-3.655095363
11196	-2.257116811	-3.055301421	-2.839691651	-2.516102657
11197	-2.533489078	-3.133210957	-2.871401088	-2.645027467
11198	-1.181844791	-2.179172169	-1.831906664	-1.475309206
11199	0.633468596	-0.001286032	0.200433419	0.602698969
11200	1.207319361	0.439103946	0.655218946	0.959251624
11201	-0.744911187	-1.719258474	-1.375924966	-0.980558502
11202	1.613466302	0.946683291	1.044402768	1.309696806
11203	-4.807180865	-5.22117837	-4.974463423	-4.76540789
11204	-3.571097557	-4.460789979	-4.047477806	-3.564971681
11205	-1.981464946	-2.585486412	-2.29732875	-1.700094656
11206	-2.155241965	-2.794737068	-2.712491908	-2.078503479
11207	-0.462603183	-1.487314031	-1.115194886	-0.699337165
11208	0.354921838	-0.826117811	-0.49800228	-0.162058419
11209	-2.162255492	-2.744952183	-2.449005497	-2.019816318
11210	0.275257323	-0.448506699	-0.181406593	0.193101383
11211	-2.93225142	-3.468770503	-3.214387597	-2.769762243
11212	-3.048941796	-3.671234145	-3.388738413	-3.020819625
11213	-3.459884961	-3.982540394	-3.564199283	-3.45002116
11214	-4.75211236	-5.304019688	-5.225609449	-4.974457118
11215	-0.848173409	-1.669311496	-1.44079574	-0.890309703
11216	-4.427425333	-4.585268973	-4.587376774	-4.408896885
11217	-2.13788836	-2.739526759	-2.443900855	-2.098031503
11218	-2.748314464	-3.3800695	-3.17204582	-2.570705942
11219	-3.593505353	-4.118753261	-4.067264159	-3.872650764
11220	-1.293755695	-2.064256833	-1.618382968	-1.303581694
11221	-2.758990436	-3.52539581	-3.326835665	-2.844422096
11222	-0.498148528	-1.053740748	-0.825473867	-0.251669212
11223	0.619843209	-0.181464276	0.129262496	0.53257416
11224	-5.287079744	-5.199361122	-5.269315928	-5.539418221
11225	-3.471352195	-4.146248159	-3.873629106	-3.512788946
11226	-3.590435453	-4.162508733	-3.860679459	-3.543222929
11227	-1.628663527	-2.38547076	-2.047352187	-1.550504978
11228	-0.079059645	-0.551326208	-0.477341463	0.086038357
11229	-4.017119424	-4.224936681	-4.302121089	-3.752791807
11230	1.682831978	1.261687663	1.582210955	1.665625624
11231	-2.231578533	-2.845295178	-2.710295762	-2.155096801
11232	-4.398243761	-5.011879497	-4.664535657	-4.407628311
11233	-4.287652182	-4.71263854	-4.68664892	-4.240262514
11234	-3.721715982	-4.140032077	-4.079202357	-3.725869278
11235	-3.735266555	-3.895642013	-3.835190522	-3.387912081
