"ID_REF"	"GSM552568"	"GSM552569"	"GSM552570"	"GSM552571"
10241	-5.212213705	-5.236366134	-5.497547643	-5.183762863
10242	-1.267541065	-2.077238576	-1.870627277	-1.396478282
10243	-5.877696971	-5.85243467	-5.955095172	-5.930703109
10244	-2.757005792	-3.461017159	-3.09590304	-2.860017824
10245	-3.661330013	-4.107142901	-3.931741594	-3.823060644
10246	-2.939176572	-3.73344225	-3.440320461	-3.226168225
10247	-3.819815458	-4.059939918	-4.304159778	-3.813778707
10248	-2.834387412	-3.597987206	-3.334616085	-3.05070889
10249	-0.40630297	-1.019953799	-0.814835335	-0.431829633
10250	-2.512230282	-3.232748373	-2.939323493	-2.453716895
10251	-0.702937612	-1.373981223	-1.121803487	-0.611824442
10252	-1.010673135	-1.58078529	-1.349510099	-0.834537845
10253	-2.597698643	-3.139799022	-3.095172413	-2.791277563
10254	-0.886715533	-1.488733678	-1.220660842	-0.901635763
10255	-0.997243903	-1.743637192	-1.420609021	-1.110790733
10256	1.237313437	1.049284358	0.898430262	1.225607675
10257	-2.274713456	-2.910297197	-2.60126145	-2.302518269
10258	-2.77800586	-3.46225006	-3.136625695	-2.889794764
10259	-3.102550705	-3.853968829	-3.55231342	-3.319331547
10260	-4.714320697	-5.266536793	-5.174481788	-4.760784348
10261	-2.122325366	-2.728904076	-2.595646971	-2.346403681
10262	-4.120754957	-4.579549205	-4.533344848	-4.508170998
10263	-4.781929298	-5.056440311	-4.945279504	-4.701778893
10264	-4.569502396	-5.102281048	-4.718845602	-4.565511269
10265	-3.004313358	-3.802703064	-3.348721668	-3.007484195
10266	3.246101324	2.654407975	3.030721336	3.097398034
10267	-1.984979711	-2.824734807	-2.198641017	-1.991570862
10268	-5.79310938	-6.27415348	-6.134979122	-5.995595313
10269	-2.506544906	-2.945170251	-2.678363693	-2.344920172
10270	-1.73519365	-2.523028248	-2.154172543	-1.625201661
10271	-3.036098867	-3.735772536	-3.319114703	-3.086060546
10272	-2.24155767	-2.912417793	-2.675253733	-2.330193717
10273	-1.891228789	-2.714313525	-2.284010463	-1.813534606
10274	2.08725472	1.380898894	1.626672998	1.932879933
10275	-2.005323475	-2.846735764	-2.558770852	-2.391453129
10276	-2.838053011	-3.322138822	-3.061557975	-2.77402613
10277	-2.745752157	-3.473930316	-3.153814352	-2.886599503
10278	-2.821982428	-3.680822802	-3.213075421	-3.033033667
10279	-1.668510405	-2.403809328	-2.004844681	-1.674782235
10280	-2.453243107	-3.088951588	-2.775863381	-2.402076986
10281	1.083280578	0.501892743	0.728350379	0.947844356
10282	0.938570489	0.195089963	0.559863401	0.826358154
10283	-1.352438864	-2.778160164	-2.418451619	-2.10204001
10284	-3.081662792	-3.490730118	-3.4198667	-3.075070789
10285	-1.953606084	-2.715004016	-2.467547453	-1.996025723
10286	-2.456761009	-3.395161012	-2.931349264	-2.649144266
10287	-5.57918737	-5.883306797	-5.922413313	-5.370462486
10288	-4.222319774	-4.51155565	-4.385430899	-4.37593277
10289	-1.455675048	-2.140844572	-1.833380143	-1.580929479
10290	-2.95598391	-3.618118179	-3.373389382	-2.847214634
10291	2.120117561	1.391156925	1.689039766	1.975108947
10292	-2.852682512	-3.701702645	-3.40545607	-3.006212612
10293	1.158642971	0.633734113	0.847436912	1.150120689
10294	-2.855288578	-3.622422908	-3.619757347	-3.072223943
10295	-1.927481439	-2.538596117	-2.455050298	-1.981945951
10296	-0.339754441	-1.031043418	-0.758040647	-0.452179328
10297	-2.02910066	-2.802912419	-2.517831688	-2.512906742
10298	0.151587786	-0.67165016	-0.320729508	0.167458916
10299	-3.456773871	-3.776047628	-3.759824281	-3.28003006
10300	-3.212305155	-3.709472775	-3.44723469	-3.201082478
10301	-2.964672558	-3.484777435	-3.274728691	-2.973831784
10302	-1.498675167	-2.330355016	-1.892758488	-1.62529386
10303	-2.365855665	-2.926219638	-2.913129304	-2.407021293
10304	-5.675881505	-5.23076526	-5.558877737	-5.85182559
10305	-1.191076698	-1.920411251	-1.716054477	-1.178463002
10306	-2.076311805	-2.754491205	-2.656706785	-2.305010533
10307	-4.374287843	-4.228273145	-4.648595967	-4.348367792
10308	-2.570798513	-4.004558282	-3.104029876	-2.807215839
10309	-2.69771789	-3.445532167	-3.207530425	-3.037623259
10310	-0.618269046	-1.308295123	-1.050280289	-0.77826917
10311	-2.136728648	-2.663355233	-2.64327983	-2.267437593
10312	-4.944575089	-4.3115615	-4.826972854	-5.065055847
10313	-0.681178349	-1.305108687	-1.207785672	-0.961191083
10314	-0.575386836	-1.080306996	-0.963645069	-0.471932454
10315	-0.008467738	-0.65294784	-0.390875926	-0.188358792
10316	-3.66291129	-4.251276206	-4.293816591	-4.193708993
10317	-0.404180744	-1.044014095	-0.784376712	-0.386498461
10318	1.26892501	0.74862298	0.858420527	1.123995488
10319	-2.531178697	-3.045868296	-3.10422729	-2.840838805
10320	-1.533690056	-2.29301899	-2.016941202	-1.825156654
10321	-0.113185829	-1.067561344	-0.875680735	-0.381656317
10322	-1.868243581	-2.580482776	-2.466759863	-1.876881714
10323	-0.858587595	-1.450008653	-1.30872566	-0.841270181
10324	-3.541503306	-4.156309622	-3.566378986	-3.755482333
10325	0.686869655	0.193912927	0.314462261	0.651057507
10326	-1.753040942	-2.448698019	-2.088005863	-1.79607596
10327	-4.94700217	-4.984398708	-4.892368454	-4.971593854
10328	-1.51843114	-2.320502187	-2.068157203	-1.50037111
10329	-2.348492037	-2.900319869	-2.495459354	-2.357496744
10330	-4.836677733	-5.394777261	-4.891352434	-4.586356627
10331	-0.562833908	-1.144737112	-0.941061196	-0.579220297
10332	-3.055048218	-3.6754615	-3.311788652	-3.053514074
10333	-3.069659706	-3.242777773	-2.974347445	-2.697060182
10334	-2.721358814	-3.532761356	-3.360405387	-2.885239366
10335	-6.055793349	-5.703153036	-5.911081495	-6.231614008
10336	-1.267961945	-2.254062274	-1.828640669	-1.568421439
10337	-0.728187815	-1.696086947	-1.224511532	-0.965212226
10338	-0.748568759	-1.305925767	-1.024655256	-0.639049032
10339	-2.348366767	-3.146211096	-2.803556414	-2.529296736
10340	-3.262282898	-3.863743787	-3.621912384	-3.356993166
10341	-3.886245838	-4.569500248	-4.348429979	-3.893145975
10342	-3.485868401	-3.982601533	-3.667121992	-3.381701986
10343	-0.224670683	-1.012264694	-0.765514886	-0.368267751
10344	-1.43577438	-2.034718081	-1.846307176	-1.441182054
10345	0.37831588	-0.356227375	-0.0887545	0.379271033
10346	-4.402312668	-4.353221006	-4.077839819	-3.752943454
10347	-3.03896109	-3.838546393	-3.458212142	-3.122397975
10348	-1.127964082	-1.693399159	-1.405739975	-0.987587423
10349	-0.744872572	-1.594276197	-1.159416486	-0.724189922
10350	-1.592628911	-2.181116534	-1.960028342	-1.541300987
10351	-2.727314327	-3.315388817	-2.967105363	-2.778067229
10352	-2.434086586	-3.259933144	-2.689313782	-2.616948604
10353	-0.756696091	-1.496116293	-1.120189063	-0.788037764
10354	-0.37976398	-1.178640218	-0.790585123	-0.422620383
10355	-2.840634701	-3.672786594	-3.296024364	-2.88725823
10356	-2.118457208	-2.765511182	-2.49148832	-2.036656482
10357	-0.805193962	-1.528155021	-1.188107471	-0.500986301
10358	0.945554954	0.250267498	0.499223076	0.895094612
10359	-0.03862401	-0.735066758	-0.46847855	-0.068228055
10360	-2.136276846	-2.886397763	-2.645508789	-2.286872831
10361	-3.910179249	-4.555272715	-4.087153068	-3.887376081
10362	1.735281837	1.180713817	1.325247742	1.576383053
10363	-1.947655275	-2.519655596	-2.239729828	-1.773878465
10364	3.477919029	2.968151258	3.128359679	3.432290239
10365	-1.539979617	-2.19894803	-2.001447386	-1.633089772
10366	2.091880516	1.248113816	1.397615368	1.759166337
10367	-0.069714116	-0.674523651	-0.508605988	-0.10688733
10368	-0.431131586	-1.1566138	-0.93090148	-0.374927243
10369	-4.858296726	-5.142235155	-4.910477533	-4.85974695
10370	-1.888034006	-2.707707787	-2.322646561	-1.848735304
10371	-3.701025228	-4.073486356	-3.90309241	-3.500767716
10372	-3.98212834	-4.792470879	-4.545881205	-4.333048045
10373	-4.960060757	-5.28199438	-4.772503649	-4.983944898
10374	-2.901297379	-3.410523627	-3.065165466	-2.839284262
10375	-4.372681057	-4.975003609	-4.646971963	-4.460955562
10376	-4.712676856	-4.761189	-4.721564871	-4.688398489
10377	0.456559688	-0.361615082	-0.227710058	0.271222875
10378	-2.111881457	-2.797850163	-2.491266204	-2.337662595
10379	-1.626140532	-2.140274736	-1.966813483	-2.258610654
10380	-3.727851782	-4.424417331	-4.190407291	-3.739559199
10381	-1.895872815	-2.7465346	-2.401315009	-2.108044013
10382	0.794339303	0.158766837	0.532972897	0.866025181
10383	-2.384626258	-3.140847691	-2.799113418	-2.328385129
10384	-0.420327601	-1.157822194	-0.895664415	-0.37364574
10385	-1.387095017	-1.889112223	-1.522325951	-1.044262219
10386	-0.485648869	-1.195641823	-0.90754816	-0.542343445
10387	-0.478532139	-1.269667574	-1.032248231	-0.462955956
10388	-2.757621311	-3.384904341	-3.237328147	-2.865948073
10389	-3.540086609	-4.383443128	-3.994646101	-3.76588588
10390	0.322480365	-0.378621823	-0.066627421	0.142954924
10391	2.111975895	1.251157835	1.694272171	2.026838436
10392	-2.983614886	-3.779774382	-3.356432863	-3.093343607
10393	-1.3228299	-2.47797919	-2.126826356	-1.869671259
10394	-2.373088876	-3.096795312	-2.802246025	-2.355110885
10395	-5.675530164	-5.907691597	-5.763390587	-5.808667769
10396	0.172971559	-0.582376809	-0.326026086	0.040368972
10397	-3.581443109	-4.389379623	-3.79988577	-3.545655228
10398	-2.656486594	-3.193201546	-3.112580153	-2.791636156
10399	-1.738382801	-2.502287511	-2.217508512	-1.93597093
10400	0.146850763	-0.6944857	-0.472903034	-0.00990171
10401	-3.355652424	-3.708829954	-3.400673506	-3.281095077
10402	-3.02862026	-3.401303397	-3.157762984	-2.931387497
10403	-3.076486094	-3.526034028	-3.463251019	-3.103749048
10404	-1.973716579	-2.627201129	-2.400016002	-2.118386129
10405	-1.119792256	-2.040207912	-1.58854382	-1.150847397
10406	-3.718294421	-4.315625978	-4.098028101	-3.895613913
10407	-2.317977863	-2.990847259	-2.783297491	-2.294439159
10408	-3.891821363	-4.485250362	-4.266690556	-3.859841109
10409	-1.16594753	-1.866028002	-1.500451158	-1.314250027
10410	-2.881709682	-3.330656886	-3.054607713	-2.861047925
10411	-1.169285017	-1.83624433	-1.653646018	-1.210990851
10412	-1.865912553	-2.479677249	-2.242803446	-1.79217889
10413	-2.495226364	-3.467443853	-2.930412188	-2.816621803
10414	-1.757350515	-2.531473824	-2.269012317	-1.895702105
10415	-2.237269615	-3.18763736	-2.818308946	-2.342350416
10416	-2.246400395	-3.119573061	-2.823850494	-2.411551315
10417	-0.599308857	-1.48014438	-1.212893016	-0.769273592
10418	-3.838784414	-4.046561995	-4.262989003	-3.82204354
10419	-5.253053331	-5.197561653	-5.153129573	-5.374805185
10420	-1.802969973	-2.466325966	-2.311098891	-1.818849782
10421	-0.577356521	-1.318871393	-1.041038395	-0.534078447
10422	-1.117588067	-1.501624436	-1.393463912	-1.020639871
10423	-1.233444353	-1.79380655	-1.396458102	-1.104017781
10424	-2.632245043	-3.194829403	-2.841360237	-2.01669205
10425	-4.020130555	-4.685987735	-4.159521916	-3.874798468
10426	0.337484771	-0.537477451	-0.20899163	0.280416405
10427	-1.461892681	-2.012734512	-1.807174707	-1.71554074
10428	-1.93336689	-1.754005531	-1.473009471	-1.354738408
10429		-2.715636605	-2.414406232	-2.119960208
10430	-0.602504591	-1.48462235	-1.198339304	-0.781425628
10431	-2.028289044	-3.262608368	-2.907617634	-2.687047267
10432	-1.382423685	-2.500877415	-2.00018408	-1.758715186
10433	-3.828243559	-4.558939915	-4.223993749	-4.2204297
10434	0.610489882	-0.14673318	0.258868112	0.517502823
10435	-1.570944277	-2.374617884	-2.079129711	-1.656970713
10436	-1.541371887	-2.490151378	-1.967686722	-1.629691066
10437	-2.62872409	-3.521726975	-3.063356297	-2.864205206
10438	-2.707646913	-3.360521159	-2.962732434	-2.654260486
10439	0.466335309	-0.311399503	0.018887557	0.287055477
10440	-1.46689362	-2.136877859	-1.936593732	-1.400097395
10441	-4.623016914	-4.939675322	-4.859243368	-4.988612807
10442	-2.526224529	-3.327121771	-3.006228702	-2.788713753
10443	3.772469254	2.935219969	3.197732843	3.437147694
10444	-3.485117421	-3.575451088	-3.513480389	-3.185213383
10445	-2.980628639	-3.724177588	-3.414500835	-3.104307303
10446	-5.323556477	-5.240835278	-5.407444051	-5.364402799
10447	-0.85575553	-1.196064918	-0.983141842	-0.865191591
10448	-4.580193286	-5.002105513	-4.763898188	-4.720108465
10449	-2.981794608	-3.808896252	-3.405648267	-3.286624485
10450	-1.467958603	-2.218777745	-2.001157482	-1.734033837
10451	-0.450955918	-1.20380549	-0.873130171	-0.491059896
10452	0.296402811	-0.279495348	-0.348765371	0.105772069
10453	-0.527187117	-1.20013024	-0.987036576	-0.543908676
10454	-0.607453889	-1.255418337	-1.384775874	-0.675003408
