Condition,SAKIDs,IDs,Value,pcc_ids,highlight
YPD,SAKL0C10406g,10363,-2.120229791,PCCGCIGL_02280,FALSE
YPD,SAKL0C10428g,10780,0.175652963,PCCGCIGL_02283,FALSE
YPD,SAKL0C10450g,14909,-1.009036535,PCCGCIGL_02284,FALSE
YPD,SAKL0C10472g,14588,-2.172793946,PCCGCIGL_02286,FALSE
YPD,SAKL0C10494g,12859,-1.720570835,PCCGCIGL_02289,FALSE
YPD,SAKL0C10516g,12200,-4.441705338,PCCGCIGL_02290,FALSE
YPD,SAKL0C10560g,13817,1.391371725,PCCGCIGL_02293,FALSE
YPD,SAKL0C10582g,10972,-1.213245165,PCCGCIGL_02294,FALSE
YPD,SAKL0C10604g,14190,-3.893383142,PCCGCIGL_02295,FALSE
YPD,SAKL0C10626g,10105,-3.767731171,PCCGCIGL_02296,FALSE
YPD,SAKL0C10648g,14620,-3.724382998,PCCGCIGL_02305,FALSE
YPD,SAKL0C10670g,11897,-5.992921823,PCCGCIGL_02308,FALSE
YPD,SAKL0C10692g,10507,1.176261489,PCCGCIGL_02309,FALSE
YPD,SAKL0C10714g,14584,1.387328332,PCCGCIGL_02310,FALSE
YPD,SAKL0C10736g,10435,-1.920415646,PCCGCIGL_02312,FALSE
YPD,SAKL0C10758g,10993,-3.557292176,PCCGCIGL_02313,FALSE
YPD,SAKL0C10780g,12461,-2.070299171,PCCGCIGL_02315,FALSE
YPD,SAKL0C10802g,10605,-2.622009445,PCCGCIGL_02316,FALSE
YPD,SAKL0C10824g,12734,-2.980607528,PCCGCIGL_02317,FALSE
YPD,SAKL0C10846g,15247,-3.861449094,PCCGCIGL_02318,FALSE
YPD,SAKL0C10868g,15034,-2.836341382,PCCGCIGL_02322,FALSE
YPD,SAKL0C10890g,15258,-2.488747459,PCCGCIGL_02323,FALSE
YPD,SAKL0C10912g,10906,-4.960247477,PCCGCIGL_02324,FALSE
YPD,SAKL0C10934g,11109,-3.417619495,PCCGCIGL_02327,FALSE
YPD,SAKL0C10956g,11844,-4.507281147,PCCGCIGL_02328,FALSE
YPD,SAKL0C10978g,15159,-2.851671196,PCCGCIGL_02331,FALSE
YPD,SAKL0C11000g,10151,-2.798379233,PCCGCIGL_02335,FALSE
YPD,SAKL0C11022g,14338,-3.838157401,PCCGCIGL_02336,FALSE
YPD,SAKL0C11044g,12961,-2.750471004,PCCGCIGL_02338,FALSE
YPD,SAKL0C11066g,12402,-2.434885581,PCCGCIGL_02340,FALSE
YPD,SAKL0C11088g,12465,-5.476407958,PCCGCIGL_02341,FALSE
YPD,SAKL0C11110g,12418,-1.086437155,PCCGCIGL_02344,FALSE
YPD,SAKL0C11132g,11617,-2.350220874,PCCGCIGL_02345,FALSE
YPD,SAKL0C11154g,12458,1.681750248,PCCGCIGL_02346,FALSE
YPD,SAKL0C11176g,10295,-2.225768451,PCCGCIGL_02347,FALSE
YPD,SAKL0C11220g,12080,-0.3649196,PCCGCIGL_02350,FALSE
YPD,SAKL0C11242g,15180,1.843861908,PCCGCIGL_02351,FALSE
YPD,SAKL0C11264g,11331,2.386216422,PCCGCIGL_02352,FALSE
YPD,SAKL0C11286g,11714,-2.780752511,PCCGCIGL_02353,FALSE
YPD,SAKL0C11308g,11278,-3.340984375,PCCGCIGL_02355,FALSE
YPD,SAKL0C11330g,13111,-0.885736014,PCCGCIGL_02357,FALSE
YPD,SAKL0C11352g,11870,-1.821491682,PCCGCIGL_02359,FALSE
YPD,SAKL0C11374g,14334,1.707159215,PCCGCIGL_02362,FALSE
YPD,SAKL0C11396g,10381,-2.287941609,PCCGCIGL_02363,FALSE
YPD,SAKL0C11418g,13435,-2.341306156,PCCGCIGL_02364,FALSE
YPD,SAKL0C11440g,12697,-0.5103179,PCCGCIGL_02365,FALSE
YPD,SAKL0C11528g,13486,-2.046908861,PCCGCIGL_02368,FALSE
YPD,SAKL0C11550g,10127,-2.153672034,PCCGCIGL_02369,FALSE
YPD,SAKL0C11572g,13294,-2.69744929,PCCGCIGL_02370,FALSE
YPD,SAKL0C11594g,10111,-3.702221236,PCCGCIGL_02371,FALSE
YPD,SAKL0C11616g,12636,-0.849270903,PCCGCIGL_02373,FALSE
YPD,SAKL0C11638g,11340,-5.693034247,PCCGCIGL_02374,FALSE
YPD,SAKL0C11660g,11100,-2.293455553,PCCGCIGL_02375,FALSE
YPD,SAKL0C11682g,12126,-3.523021314,PCCGCIGL_02377,FALSE
YPD,SAKL0C11704g,13749,-3.115093939,PCCGCIGL_02378,FALSE
YPD,SAKL0C11726g,11117,-2.726691166,PCCGCIGL_02379,FALSE
YPD,SAKL0C11748g,14305,-4.33464636,PCCGCIGL_02382,FALSE
YPD,SAKL0C11770g,14631,-0.775342521,PCCGCIGL_02383,FALSE
YPD,SAKL0C11792g,11843,-0.540169928,PCCGCIGL_02384,FALSE
YPD,SAKL0C11814g,14847,0.769034074,PCCGCIGL_02385,FALSE
YPD,SAKL0C11913g1,14534,-4.046262643,PCCGCIGL_02387,FALSE
YPD,SAKL0C11913g2,13481,-5.541137845,PCCGCIGL_02388,FALSE
YPD,SAKL0C11968g,13503,-3.148553146,PCCGCIGL_02390,FALSE
YPD,SAKL0C11990g,14300,0.371305725,PCCGCIGL_02391,FALSE
YPD,SAKL0C12012g,13626,-1.974806681,PCCGCIGL_02392,FALSE
YPD,SAKL0C12034g,13392,2.180280082,PCCGCIGL_02393,FALSE
YPD,SAKL0C12056g,10942,-2.925460621,PCCGCIGL_02394,FALSE
YPD,SAKL0C12100g,12818,-2.353658082,PCCGCIGL_02395,FALSE
YPD,SAKL0C12122g,13131,-2.621845347,PCCGCIGL_02397,FALSE
YPD,SAKL0C12144g,11699,-2.205165661,PCCGCIGL_02398,FALSE
YPD,SAKL0C12210g,12665,-3.998294438,PCCGCIGL_02401,FALSE
YPD,SAKL0C12232g,12064,-1.265385822,PCCGCIGL_02402,FALSE
YPD,SAKL0C12254g,12875,-4.815325911,PCCGCIGL_02403,FALSE
YPD,SAKL0C12276g,10172,-2.177517035,PCCGCIGL_02404,FALSE
YPD,SAKL0C12298g,14730,-2.846543095,PCCGCIGL_02405,FALSE
YPD,SAKL0C12320g,14976,-3.515590387,PCCGCIGL_02406,FALSE
YPD,SAKL0C12342g,12715,-2.930011727,PCCGCIGL_02407,FALSE
YPD,SAKL0C12364g,14169,-2.350541484,PCCGCIGL_02411,FALSE
YPD,SAKL0C12386g,11562,-1.443729023,PCCGCIGL_02412,FALSE
YPD,SAKL0C12408g,10807,-4.088565674,PCCGCIGL_02415,FALSE
YPD,SAKL0C12430g,12550,-2.357924628,PCCGCIGL_02416,FALSE
YPD,SAKL0C12452g,15081,-2.20238191,PCCGCIGL_02417,FALSE
YPD,SAKL0C12474g,13140,-1.163610941,PCCGCIGL_02418,FALSE
YPD,SAKL0C12496g,14768,-4.192640583,PCCGCIGL_02419,FALSE
YPD,SAKL0C12518g,14926,-1.468388944,PCCGCIGL_02420,FALSE
YPD,SAKL0C12540g,14678,-5.32694119,PCCGCIGL_02421,FALSE
YPD,SAKL0C12562g,14839,3.563633512,PCCGCIGL_02425,FALSE
YPD,SAKL0C12584g,11006,3.707924387,PCCGCIGL_02428,FALSE
YPD,SAKL0C12650g,14912,-2.828686726,PCCGCIGL_02430,FALSE
YPD,SAKL0C12672g,11836,-0.346742007,PCCGCIGL_02431,FALSE
YPD,SAKL0C12694g,14020,-1.139073036,PCCGCIGL_02433,FALSE
YPD,SAKL0C12716g,13505,-3.344198639,PCCGCIGL_02434,FALSE
YPD,SAKL0C12738g,11379,-1.801969045,PCCGCIGL_02436,FALSE
YPD,SAKL0C12760g,10120,-1.19096576,PCCGCIGL_02437,FALSE
YPD,SAKL0C12782g,12947,-1.768955496,PCCGCIGL_02439,FALSE
YPD,SAKL0C12804g,14671,3.993800761,PCCGCIGL_02440,FALSE
YPD,SAKL0C12826g,10124,-1.366138004,PCCGCIGL_02441,FALSE
YPD,SAKL0C12848g,12433,-1.591153255,PCCGCIGL_02442,FALSE
YPD,SAKL0C12870g,15215,-0.927155673,PCCGCIGL_02444,FALSE
YPD,SAKL0C12892g,10420,-2.099811153,PCCGCIGL_02445,FALSE
YPD,SAKL0C12914g,10579,-0.382465637,PCCGCIGL_02446,FALSE
YPD,SAKL0C12936g,13956,-2.144807315,PCCGCIGL_02447,FALSE
YPD,SAKL0C12958g,13425,-3.021479162,PCCGCIGL_02448,FALSE
YPD,SAKL0C12980g,10735,-1.658912427,PCCGCIGL_02449,FALSE
YPD,SAKL0C13002g,14736,-3.228415759,PCCGCIGL_02450,FALSE
YPD,SAKL0C13024g,12424,-4.88723033,PCCGCIGL_02451,FALSE
YPD,SAKL0C13046g,12427,-0.749840398,PCCGCIGL_02452,FALSE
YPD,SAKL0C13068g,11738,-2.127936349,PCCGCIGL_02454,FALSE
YPD,SAKL0C13090g,11852,-3.213932901,PCCGCIGL_02455,FALSE
YPD,SAKL0C13112g,13377,-3.99142411,PCCGCIGL_02456,FALSE
YPD,SAKL0C13134g,11492,-1.104355858,PCCGCIGL_02457,FALSE
YPD,SAKL0C13156g,13661,-2.704884697,PCCGCIGL_02458,FALSE
YPD,SAKL0C13178g,10754,-1.395078714,PCCGCIGL_02459,FALSE
YPD,SAKL0C13200g,14919,-3.299510615,PCCGCIGL_02461,FALSE
YPD,SAKL0C13222g,14226,-4.615273972,PCCGCIGL_02462,FALSE
YPD,SAKL0C13244g,12739,-1.833763318,PCCGCIGL_02463,FALSE
YPD,SAKL0C13266g,11298,-3.10032149,PCCGCIGL_02464,FALSE
YPD,SAKL0C13288g,14627,-2.991725696,PCCGCIGL_02465,FALSE
YPD,SAKL0C13310g,12252,NA,PCCGCIGL_02466,FALSE
YPD,SAKL0C13332g,12470,-3.098489749,PCCGCIGL_02467,FALSE
YPD,SAKL0C13354g,15188,-3.386718245,PCCGCIGL_02468,FALSE
YPD,SAKL0C13376g,10820,0.875971798,PCCGCIGL_02469,FALSE
YPD,SAKL0C13398g,14948,-2.915465456,PCCGCIGL_02470,FALSE
YPD,SAKL0C13420g,13405,-0.3797511,PCCGCIGL_02471,FALSE
YPD,SAKL0C13442g,13677,-2.705368098,PCCGCIGL_02472,FALSE
YPD,SAKL0C13464g,14709,-1.843521848,PCCGCIGL_02473,FALSE
YPD,SAKL0C13486g,12314,-4.767624402,PCCGCIGL_02474,FALSE
YPD,SAKL0C13508g,14940,-3.512102224,PCCGCIGL_02475,FALSE
YPD,SAKL0C13530g,10360,-2.488764057,PCCGCIGL_02476,FALSE
YPD,SAKL0C13552g,14543,-3.913298652,PCCGCIGL_02478,FALSE
YPD,SAKL0C13574g,10641,-1.672157748,PCCGCIGL_02479,FALSE
YPD,SAKL0C13596g,13546,-3.409739438,PCCGCIGL_02480,FALSE
YPD,SAKL0C13618g,12452,-1.46892092,PCCGCIGL_02481,FALSE
YPD,SAKL0C13640g,10653,-4.489908075,PCCGCIGL_02483,FALSE
YPD,SAKL0C13662g,11731,-3.61475644,PCCGCIGL_02485,FALSE
YPD,SAKL0C13684g,11871,-2.244161394,PCCGCIGL_02486,FALSE
YPD,SAKL0C13706g,11563,-2.125132083,PCCGCIGL_02488,FALSE
YPD,SAKL0C13728g,14803,-1.054831555,PCCGCIGL_02489,FALSE
YPD,SAKL0C13750g,11574,NA,PCCGCIGL_02490,FALSE
YPD,SAKL0C13772g,13987,-0.980878084,PCCGCIGL_02491,FALSE
YPD,SAKL0C13794g,13437,-1.601406544,PCCGCIGL_02492,FALSE
YPD,SAKL0C13816g,14975,-2.330566257,PCCGCIGL_02493,FALSE
YPD,SAKL0C13838g,11282,-3.117352309,PCCGCIGL_02494,FALSE
YPD,SAKL0C13860g,10164,-2.551951767,PCCGCIGL_02495,FALSE
YPD,SAKL0C13882g,14264,-4.060600193,PCCGCIGL_02497,FALSE
YPD,SAKL0C13904g,13282,-4.47162911,PCCGCIGL_02499,FALSE
YPD,SAKL0C13926g,14675,-2.404561249,PCCGCIGL_02504,FALSE
YPD,SAKL0C13970g,11048,-6.011435498,PCCGCIGL_02512,FALSE
YPD,SAKL0C13992g,13485,-4.234656722,PCCGCIGL_02514,FALSE
YPD,SAKL0C14014g,15090,-4.957094146,PCCGCIGL_02515,FALSE
YPD,SAKL0C14058g,15041,-5.709065531,PCCGCIGL_02519,FALSE
YPD,SAKL0C14080g,10980,-4.957418108,PCCGCIGL_02520,FALSE
YPD,SAKL0D00110g,10595,-1.822471631,PCCGCIGL_02523,FALSE
YPD,SAKL0D00132g,14922,-2.527787204,PCCGCIGL_02524,FALSE
YPD,SAKL0D00176g,10785,-3.245050079,PCCGCIGL_02532,FALSE
YPD,SAKL0D00198g,12375,-5.949058914,PCCGCIGL_02536,FALSE
YPD,SAKL0D00220g,12900,-3.282234841,PCCGCIGL_02538,FALSE
YPD,SAKL0D00242g,11859,0.931342129,PCCGCIGL_02541,FALSE
YPD,SAKL0D00264g,13364,-3.127174692,PCCGCIGL_02544,FALSE
YPD,SAKL0D00286g,13309,-3.616888542,PCCGCIGL_02545,FALSE
YPD,SAKL0D00308g,13918,-1.778405213,PCCGCIGL_02546,FALSE
YPD,SAKL0D00330g,10719,-3.49429925,PCCGCIGL_02547,FALSE
YPD,SAKL0D00352g,14256,-3.074712304,PCCGCIGL_02548,FALSE
YPD,SAKL0D00374g,12669,-3.60137778,PCCGCIGL_02549,FALSE
YPD,SAKL0D00396g,15135,-2.701767252,PCCGCIGL_02550,FALSE
YPD,SAKL0D00418g,12930,-0.680035556,PCCGCIGL_02551,FALSE
YPD,SAKL0D00440g,11065,-0.592445266,PCCGCIGL_02552,FALSE
YPD,SAKL0D00462g,12118,-2.801488852,PCCGCIGL_02553,FALSE
YPD,SAKL0D00484g,10300,-3.392523775,PCCGCIGL_02554,FALSE
YPD,SAKL0D00528g,10183,-3.468557546,PCCGCIGL_02556,FALSE
YPD,SAKL0D00550g,12322,-2.138706931,PCCGCIGL_02558,FALSE
YPD,SAKL0D00572g,10716,-0.565624936,PCCGCIGL_02559,FALSE
YPD,SAKL0D00594g,11473,0.379374494,PCCGCIGL_02560,FALSE
YPD,SAKL0D00704g,13844,-2.45073084,PCCGCIGL_02565,FALSE
YPD,SAKL0D00726g,11172,-0.913734211,PCCGCIGL_02566,FALSE
YPD,SAKL0D00748g,14650,-1.919810326,PCCGCIGL_02569,FALSE
YPD,SAKL0D00770g,13091,-2.67297619,PCCGCIGL_02570,FALSE
YPD,SAKL0D00792g,13500,-0.186780417,PCCGCIGL_02572,FALSE
YPD,SAKL0D00814g,10659,-1.013293946,PCCGCIGL_02573,FALSE
YPD,SAKL0D00836g,14978,-4.454130296,PCCGCIGL_02575,FALSE
YPD,SAKL0D00858g,14059,NA,PCCGCIGL_02577,FALSE
YPD,SAKL0D00880g,10117,-3.295523972,PCCGCIGL_02578,FALSE
YPD,SAKL0D00902g,13686,0.389542209,PCCGCIGL_02579,FALSE
YPD,SAKL0D01012g,13477,-3.942596974,PCCGCIGL_02582,FALSE
YPD,SAKL0D01034g,13334,-1.72898046,PCCGCIGL_02583,FALSE
YPD,SAKL0D01056g,13466,0.815961234,PCCGCIGL_02584,FALSE
YPD,SAKL0D01078g,11488,-1.959212504,PCCGCIGL_02585,FALSE
YPD,SAKL0D01100g,10346,-4.146579237,PCCGCIGL_02586,FALSE
YPD,SAKL0D01122g,13237,-3.028836863,PCCGCIGL_02587,FALSE
YPD,SAKL0D01144g,13788,-0.724191512,PCCGCIGL_02588,FALSE
YPD,SAKL0D01166g,11589,-1.358359021,PCCGCIGL_02589,FALSE
YPD,SAKL0D01188g,12138,-2.824651389,PCCGCIGL_02590,FALSE
YPD,SAKL0D01210g,11484,-5.883577253,PCCGCIGL_02591,FALSE
YPD,SAKL0D01232g,13347,-4.95060524,PCCGCIGL_02592,FALSE
YPD,SAKL0D01254g,14286,-4.297139532,PCCGCIGL_02596,FALSE
YPD,SAKL0D01276g,12295,-3.482930975,PCCGCIGL_02597,FALSE
YPD,SAKL0D01298g,15186,-2.166610802,PCCGCIGL_02598,FALSE
YPD,SAKL0D01320g,14447,-4.652873837,PCCGCIGL_02599,FALSE
YPD,SAKL0D01342g,13254,-3.697859105,PCCGCIGL_02600,FALSE
YPD,SAKL0D01364g,10946,-2.564325069,PCCGCIGL_02601,FALSE
YPD,SAKL0D01386g,12139,-3.096357594,PCCGCIGL_02604,FALSE
YPD,SAKL0D01408g,14511,-2.898245118,PCCGCIGL_02605,FALSE
YPD,SAKL0D01430g,14117,-1.82760414,PCCGCIGL_02606,FALSE
YPD,SAKL0D01452g,12292,0.463638611,PCCGCIGL_02608,FALSE
YPD,SAKL0D01474g,13396,-3.654211887,PCCGCIGL_02609,FALSE
YPD,SAKL0D01496g,11605,-2.173239106,PCCGCIGL_02610,FALSE
YPD,SAKL0D01518g,11251,-3.387087796,PCCGCIGL_02612,FALSE
YPD,SAKL0D01540g,10123,-1.233557864,PCCGCIGL_02613,FALSE
YPD,SAKL0D01562g,14821,-2.455007626,PCCGCIGL_02614,FALSE
YPD,SAKL0D01584g,12436,-3.474136036,PCCGCIGL_02616,FALSE
YPD,SAKL0D01606g,13319,-1.546618299,PCCGCIGL_02618,FALSE
YPD,SAKL0D01628g,10323,-1.114648022,PCCGCIGL_02619,FALSE
YPD,SAKL0D01672g,15212,-4.676069214,PCCGCIGL_02620,FALSE
YPD,SAKL0D01694g,12091,-4.748159847,PCCGCIGL_02621,FALSE
YPD,SAKL0D01716g,13745,-2.44560347,PCCGCIGL_02622,FALSE
YPD,SAKL0D01738g,10093,-1.726118549,PCCGCIGL_02623,FALSE
YPD,SAKL0D01760g,13589,-0.913535427,PCCGCIGL_02624,FALSE
YPD,SAKL0D01804g,10891,-3.195371201,PCCGCIGL_02626,FALSE
YPD,SAKL0D01826g,13224,-0.195644642,PCCGCIGL_02627,FALSE
YPD,SAKL0D01870g,11961,-1.024931513,PCCGCIGL_02629,FALSE
YPD,SAKL0D01892g,15117,-3.839924643,PCCGCIGL_02630,FALSE
YPD,SAKL0D01914g,14646,-3.907232127,PCCGCIGL_02631,FALSE
YPD,SAKL0D01936g,13710,-2.552420155,PCCGCIGL_02632,FALSE
YPD,SAKL0D01958g,14660,-3.065436455,PCCGCIGL_02634,FALSE
YPD,SAKL0D01980g,10114,-0.364451922,PCCGCIGL_02635,FALSE
YPD,SAKL0D02002g,14146,-1.815252739,PCCGCIGL_02636,FALSE
YPD,SAKL0D02024g,13258,-0.688641709,PCCGCIGL_02638,FALSE
YPD,SAKL0D02046g,11083,-1.734974603,PCCGCIGL_02639,FALSE
YPD,SAKL0D02068g,15064,-2.447704829,PCCGCIGL_02643,FALSE
YPD,SAKL0D02090g,14622,-0.728481432,PCCGCIGL_02644,FALSE
YPD,SAKL0D02112g,12654,-3.488370698,PCCGCIGL_02645,FALSE
YPD,SAKL0D02134g,14866,-4.890981616,PCCGCIGL_02646,FALSE
YPD,SAKL0D02156g,13114,-2.114332301,PCCGCIGL_02647,FALSE
YPD,SAKL0D02178g,13285,1.554783681,PCCGCIGL_02648,FALSE
YPD,SAKL0D02200g,14698,-1.810672898,PCCGCIGL_02649,FALSE
YPD,SAKL0D02222g,13702,-2.292037666,PCCGCIGL_02650,FALSE
YPD,SAKL0D02310g,14025,-4.083803166,PCCGCIGL_02652,FALSE
YPD,SAKL0D02332g,13808,-2.968925025,PCCGCIGL_02653,FALSE
YPD,SAKL0D02354g,12099,-3.44780295,PCCGCIGL_02654,FALSE
YPD,SAKL0D02376g,14368,-4.950584769,PCCGCIGL_02656,FALSE
YPD,SAKL0D02398g,10106,-2.631309711,PCCGCIGL_02657,FALSE
YPD,SAKL0D02420g,10289,-1.752707311,PCCGCIGL_02658,FALSE
YPD,SAKL0D02442g,11190,-3.15878878,PCCGCIGL_02659,FALSE
YPD,SAKL0D02464g,11335,-3.29094842,PCCGCIGL_02660,FALSE
YPD,SAKL0D02486g,12831,-3.450934492,PCCGCIGL_02661,FALSE
YPD,SAKL0D02508g,15195,-5.687481274,PCCGCIGL_02663,FALSE
YPD,SAKL0D02530g,14050,-2.363718062,PCCGCIGL_02664,FALSE
YPD,SAKL0D02552g,14876,-2.781965379,PCCGCIGL_02665,FALSE
YPD,SAKL0D02574g,10242,-1.6529713,PCCGCIGL_02668,FALSE
YPD,SAKL0D02596g,11743,-4.245989138,PCCGCIGL_02669,FALSE
YPD,SAKL0D02618g,14473,-1.294578209,PCCGCIGL_02672,FALSE
YPD,SAKL0D02640g,10517,-0.578804,PCCGCIGL_02682,FALSE
YPD,SAKL0D02662g,14596,-4.431017115,PCCGCIGL_02684,FALSE
YPD,SAKL0D02684g,15227,-2.496588172,PCCGCIGL_02686,FALSE
YPD,SAKL0D02706g,10470,-2.034642893,PCCGCIGL_02687,FALSE
YPD,SAKL0D02728g,13071,-0.81363178,PCCGCIGL_02689,FALSE
YPD,SAKL0D02750g,10666,-2.329596695,PCCGCIGL_02690,FALSE
YPD,SAKL0D02772g,10374,-3.054067684,PCCGCIGL_02691,FALSE
YPD,SAKL0D02794g,10262,-4.435455002,PCCGCIGL_02693,FALSE
YPD,SAKL0D02816g,11390,-1.652502728,PCCGCIGL_02695,FALSE
YPD,SAKL0D02838g,12117,-1.277975528,PCCGCIGL_02696,FALSE
YPD,SAKL0D02860g,11570,2.172550907,PCCGCIGL_02697,FALSE
YPD,SAKL0D02882g,13372,-3.290643687,PCCGCIGL_02698,FALSE
YPD,SAKL0D02904g,13673,-3.425779068,PCCGCIGL_02699,FALSE
YPD,SAKL0D02926g,13333,-0.570355116,PCCGCIGL_02701,FALSE
YPD,SAKL0D02948g,13387,0.058365834,PCCGCIGL_02703,FALSE
YPD,SAKL0D02970g,10428,-1.628780075,PCCGCIGL_02704,FALSE
YPD,SAKL0D02992g,11623,1.475850602,PCCGCIGL_02705,FALSE
YPD,SAKL0D03014g,10233,-2.786060515,PCCGCIGL_02706,FALSE
YPD,SAKL0D03036g,12705,-0.353631127,PCCGCIGL_02707,FALSE
YPD,SAKL0D03058g,14122,-3.389501228,PCCGCIGL_02708,FALSE
YPD,SAKL0D03080g,12584,-3.153407215,PCCGCIGL_02709,FALSE
YPD,SAKL0D03102g,11635,-2.077191127,PCCGCIGL_02711,FALSE
YPD,SAKL0D03146g,11552,-2.388151883,PCCGCIGL_02715,FALSE
YPD,SAKL0D03168g,10925,-0.403417599,PCCGCIGL_02717,FALSE
YPD,SAKL0D03190g,11457,-1.594262115,PCCGCIGL_02719,FALSE
YPD,SAKL0D03212g,11357,-2.045637841,PCCGCIGL_02720,FALSE
YPD,SAKL0D03234g,12321,-2.0215127,PCCGCIGL_02721,FALSE
YPD,SAKL0D03256g,13979,-2.727418699,PCCGCIGL_02723,FALSE
YPD,SAKL0D03278g,12938,-1.871912858,PCCGCIGL_02725,FALSE
YPD,SAKL0D03300g,10079,-0.486474377,PCCGCIGL_02726,FALSE
YPD,SAKL0D03322g,12924,-1.860911184,PCCGCIGL_02727,FALSE
YPD,SAKL0D03344g,11322,-2.756797003,PCCGCIGL_02731,FALSE
YPD,SAKL0D03366g,12616,-1.045878278,PCCGCIGL_02732,FALSE
YPD,SAKL0D03410g,14108,-3.154366435,PCCGCIGL_02736,FALSE
YPD,SAKL0D03564g,15031,-2.699393217,PCCGCIGL_02744,FALSE
YPD,SAKL0D03586g,14019,-2.942369764,PCCGCIGL_02745,FALSE
YPD,SAKL0D03608g,11233,-4.481800539,PCCGCIGL_02746,FALSE
YPD,SAKL0D03630g,10061,-5.035994303,PCCGCIGL_02747,FALSE
YPD,SAKL0D03652g,12629,-5.523068803,PCCGCIGL_02748,FALSE
YPD,SAKL0D03674g,12012,-1.27643665,PCCGCIGL_02749,FALSE
YPD,SAKL0D03696g,11170,-0.29883326,PCCGCIGL_02750,FALSE
YPD,SAKL0D03718g,10056,-1.538030968,PCCGCIGL_02751,FALSE
YPD,SAKL0D03740g,13039,-4.799273483,PCCGCIGL_02752,FALSE
YPD,SAKL0D03762g,11207,-0.941112316,PCCGCIGL_02754,FALSE
YPD,SAKL0D03784g,12704,-2.826251993,PCCGCIGL_02756,FALSE
YPD,SAKL0D03806g,10002,-1.957537035,PCCGCIGL_02757,FALSE
YPD,SAKL0D03828g,14246,3.432132877,PCCGCIGL_02758,FALSE
YPD,SAKL0D03850g,12341,-3.808702037,PCCGCIGL_02762,FALSE
YPD,SAKL0D03872g,13385,-2.093966595,PCCGCIGL_02763,FALSE
YPD,SAKL0D03883g,10042,-2.244546317,PCCGCIGL_02764,FALSE
YPD,SAKL0D03894g,10099,1.290103616,PCCGCIGL_02765,FALSE
YPD,SAKL0D03938g,10227,-3.855666423,PCCGCIGL_02767,FALSE
YPD,SAKL0D03960g,10830,-2.502695452,PCCGCIGL_02768,FALSE
YPD,SAKL0D03982g,11861,-2.033290993,PCCGCIGL_02769,FALSE
YPD,SAKL0D04004g,10532,-2.997950401,PCCGCIGL_02771,FALSE
YPD,SAKL0D04026g,10067,-4.444297569,PCCGCIGL_02772,FALSE
YPD,SAKL0D04048g,13539,-1.218973206,PCCGCIGL_02773,FALSE
YPD,SAKL0D04070g,11219,-3.913043384,PCCGCIGL_02774,FALSE
YPD,SAKL0D04092g,10791,-3.033957868,PCCGCIGL_02776,FALSE
YPD,SAKL0D04114g,12342,-2.879043982,PCCGCIGL_02778,FALSE
YPD,SAKL0D04136g,14009,-5.719624887,PCCGCIGL_02779,FALSE
YPD,SAKL0D04158g,15057,0.673404681,PCCGCIGL_02780,FALSE
YPD,SAKL0D04246g,10635,-2.176211327,PCCGCIGL_02785,FALSE
YPD,SAKL0D04268g,12815,-4.110244826,PCCGCIGL_02786,FALSE
YPD,SAKL0D04334g,12378,-6.052047497,PCCGCIGL_02789,FALSE
YPD,SAKL0D04378g,14908,-4.116080871,PCCGCIGL_02793,FALSE
YPD,SAKL0D04400g,10492,-2.26152625,PCCGCIGL_02794,FALSE
YPD,SAKL0D04422g,11169,-3.219430646,PCCGCIGL_02796,FALSE
YPD,SAKL0D04444g,12813,-2.218416378,PCCGCIGL_02797,FALSE
YPD,SAKL0D04455g,10271,-3.294261663,PCCGCIGL_02798,FALSE
YPD,SAKL0D04466g,14992,0.33548861,PCCGCIGL_02799,FALSE
YPD,SAKL0D04488g,13642,3.325687401,PCCGCIGL_02800,FALSE
YPD,SAKL0D04510g,11359,-4.573468722,PCCGCIGL_02801,FALSE
YPD,SAKL0D04532g,13837,-1.566352091,PCCGCIGL_02802,FALSE
YPD,SAKL0D04664g,10307,-4.399881187,PCCGCIGL_02805,FALSE
YPD,SAKL0D04752g,12981,-2.478178719,PCCGCIGL_02811,FALSE
YPD,SAKL0D04774g,10592,-3.61945785,PCCGCIGL_02813,FALSE
YPD,SAKL0D04796g,15025,-2.076386391,PCCGCIGL_02814,FALSE
YPD,SAKL0D04884g,11697,-0.306161363,PCCGCIGL_02816,FALSE
YPD,SAKL0D04906g,13541,-2.060301715,PCCGCIGL_02817,FALSE
YPD,SAKL0D04928g,11687,-2.754136487,PCCGCIGL_02819,FALSE
YPD,SAKL0D04950g,10316,-4.10042827,PCCGCIGL_02821,FALSE
YPD,SAKL0D04972g,11267,-2.873258285,PCCGCIGL_02823,FALSE
YPD,SAKL0D04994g,13160,-5.072047761,PCCGCIGL_02825,FALSE
YPD,SAKL0D05016g,10750,-2.443431666,PCCGCIGL_02826,FALSE
YPD,SAKL0D05038g,12529,-2.176317406,PCCGCIGL_02827,FALSE
YPD,SAKL0D05060g,10426,-0.032141976,PCCGCIGL_02828,FALSE
YPD,SAKL0D05082g,14878,-3.527114777,PCCGCIGL_02829,FALSE
YPD,SAKL0D05104g,12839,-6.012490138,PCCGCIGL_02830,FALSE
YPD,SAKL0D05126g,12146,-3.819811189,PCCGCIGL_02831,FALSE
